dgp,ests,rho,B,n,p,delta,kappa,est_key,cp_winner,risk_winner
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.09779980962179198,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.2594241293699906,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.237233622996102,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.1892065320035976,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.4969095100799925,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.135347554707776,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.6976620525201752,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.821336158229542,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.7699937142759022,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.4951621475569501,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.543868510683129,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.2905449622574292,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.1673697271393546,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.9385861789360529,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,1,0.23132568487057448,Linear3,OLS,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.4425990531495667,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.7425651589415796,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.2372507422561934,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,1,0.2966342194957548,Linear3,OLS,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.0512007605805351,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.3823077841213154,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.691579748085092,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.3744209469040385,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.5191923533120189,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,4.36098381311581,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.7752739543878128,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.415647864039353,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.0892434982343997,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.736695308067694,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.6327253968177389,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.029323064500334,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,1,0.2541212998662962,Linear3,Ridge,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.903952155733799,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.8451153872206187,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.4433925039452213,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.0499439082882756,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.4759373764521008,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,3.2164411865428773,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.1066161276199389,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.126086028184285,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,1,0.23998500813698181,Linear3,Ridge,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.4745650429218959,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.4711515039748653,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.3555074086369937,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.2678524145567858,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.945123898491789,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,1,0.1655778923071638,Linear3,Ridge,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.223047831399461,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.7576216395819126,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.214695191329913,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.7470938175950207,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.336406261404823,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.378460694274636,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.6456473125836057,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.0894825884795423,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,1,1.0740158993351077,Linear3,OLS,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.541993951472708,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.888865017964757,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.6724780377530744,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.3290397597277155,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.4935834105524666,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,1,0.7361662835029553,Linear3,OLS,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.6107321985797959,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.0577469867794154,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.2753552845843172,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,1,0.4471547218466228,Linear3,OLS,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.625496421107067,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.6696165434899749,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,1,0.9256307665698384,Linear3,OLS,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.720260643145535,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,1,0.32615709952758787,Linear3,OLS,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.5406182723119446,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.8619471164558297,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.6847223359322665,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.0002331701971074,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.9745153899896315,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.9949496926223456,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.7866331285026729,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,1,0.23606583190150363,Linear3,OLS,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.6350550694817554,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.769444296107299,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.1101330401483027,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.4915204982939485,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.583898260785987,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.28632179648742195,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.4514619161158282,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.9654873671161914,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.210461191450692,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.0939826501494405,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.6357470022437872,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.4350693470609717,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.0445196734456847,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.976550533792626,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.064570871101521,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.2972058338798667,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.2820320700719885,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.899409933377537,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.9153266131443583,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.7499518550310753,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.8934118749583383,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.329490619555259,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.3752680706151943,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.1702631982445475,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,1,0.4233379566302796,Linear3,OLS,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.9367934349791023,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.1083536511033287,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.232505262680614,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,1,0.5557210167269845,Linear3,OLS,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.2217868585836322,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.155731105794261,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.7712101452296385,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.9456907856135581,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.8581553443483779,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,1,0.12121319036448329,Linear3,OLS,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.543117289439593,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.9840334241348068,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,1,0.6081035003357497,Linear3,Ridge,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.5223534866784734,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.3738335636406451,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.6645104278144143,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.306826329267044,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,1,1.3115634683474267,Linear3,OLS,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.1649180900068927,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.5508851961676076,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.5617390590850088,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.9616065923096397,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,1,0.9258232085974788,Linear3,Ridge,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.675942234294236,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.1523746880958998,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,1,0.6292970072820929,Linear3,OLS,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.38791691051258387,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.018297913370824,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.9349969558583837,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.9670684919549187,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.008704666631527,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.4062728970895533,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,1,0.18771551700962785,Linear3,Ridge,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.5142019327552119,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.8854098493188047,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.6880327572828268,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.4585424578803563,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,4.144085556333673,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,1,0.49287081327681515,Linear3,Ridge,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.5570485263494893,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.8311485428752532,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.9564023547513709,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,1,1.3507107067598811,Linear3,OLS,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.8838414744724115,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.0992666890208287,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.8888510817420627,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,3.095608078419394,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.2599276095273204,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,1,0.8362865397495761,Linear3,Ridge,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.6872332025269017,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,1,0.10271511295557055,Linear3,Ridge,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.30100329329902925,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,1,0.3233912126934612,Linear3,OLS,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.0454548000759833,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.0827483292012907,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.7717682919484716,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.3200486508822764,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.603960359923963,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.6911577310236194,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.8715501004885253,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,1,0.25440325271935366,Linear3,Ridge,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,1,0.788078034263824,Linear3,OLS,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.3740715945753392,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.1670728639001564,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.8490741466368356,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.1493356790327582,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.6260040332927597,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.2838916973786925,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.0940573981966193,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.352378614515062,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.8459596252571042,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.1747394947814045,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.8465560157146584,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.640604962825055,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.4067658538783276,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,1,0.19815111195815208,Linear3,Ridge,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.241831489465443,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.5496473260166543,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.2679269396069663,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.2109130301132804,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.626613954887808,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,1,0.10333972358033218,Linear3,OLS,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.9248052917741851,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.480449886212774,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.3927553028830517,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.188858384013597,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.228419945947165,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.6605761833557424,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,0.8606494143611171,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.479592201862501,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,2.319010673781771,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,1,1.4015199331448311,Linear3,Ridge,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,1,0.4186609145970062,Linear3,Ridge,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,1,0.7588322955287403,Linear3,OLS,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,0,1.5298016556213423,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.0,10,500,50,1,0.11996196335866884,Linear3,Ridge,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,2.325875124764431,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,0.7939410118102807,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,2.688020361102317,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,1.519296901569785,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,1.3140522811141189,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,1.7898769356317745,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,0.7345340353572363,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,0.6894337316831844,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,1,0.31631532182921784,Linear3,OLS,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,1.2086416226117869,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,1,0.5272528128302731,Linear3,Ridge,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,1.253787138228908,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,2.2718007808078675,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,0.9520628794371783,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,3.572516339738359,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,1.609210997529286,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,1.1150785193806683,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,2.8482242386374286,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,1.7355191586551368,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,1,0.7065165627029857,Linear3,OLS,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,1.1854837971277359,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,2.0999562387447344,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,1.0085350303595484,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,2.081512165609216,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,1.8193017752384655,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,0.917392600118072,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,2.3834528480699473,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,2.1794863486248923,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,1,1.7547505266941326,Linear3,Ridge,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,0.8645733076532751,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,2.596497101834346,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,1.8986135006304088,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,1.8419589170659778,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,1.0237432965511006,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,3.657675177970922,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,0.15725683705086277,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,2.1456466215069234,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,2.0019144250649954,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,2.1527833330029105,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,0.6263829497306147,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,0.983522833360531,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,0.29376942421654945,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,0.43853728558231997,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,3.730530588465237,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,1.3019199290411745,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,0.9569963583650268,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,2.8832771067826704,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,2.306453741477123,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,1.846222828617617,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,1,1.271654437968009,Linear3,OLS,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,1.8646035337216196,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,1.9426879831883657,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,1,1.1273929391184871,Linear3,OLS,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,2.9945851652120967,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,0.8597203337000798,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,2.2770141075502304,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,0.2847135371629847,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,1.7235789909890482,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,2.7375044677479585,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,2.242390160313218,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,1.0953799078175834,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,0.9931029201625398,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,1.1834242756475808,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,3.06203571387451,Linear3,Lasso,Lasso
linear,OLS+Ridge+Lasso,0.5,10,500,50,0,0.9437628677936062,Linear3,Lasso,Lasso
