n,delta,kappa,cp_gap,risk_gap,nc,n_group
30,0,4.841963472395052,1.7304928040423126,0.472326812582766,10,30
30,1,2.1654006413381373,-0.922599016017839,0.10463634492522544,10,30
30,0,1.1172810593711555,0.3437031156908188,0.7659682534759713,10,30
30,0,0.6918770923908047,0.3329837890133911,5.976060897046645,10,30
30,0,5.358615004967005,1.7377540111445335,7.178415684317961,10,30
30,0,5.7491506728398285,3.539615194220506,2.6978104171149155,10,30
30,0,0.7929807049870153,0.3142334096949666,2.265687743360041,10,30
30,0,0.9261531253151405,-0.2267678036703078,-4.537447004556509,10,30
30,0,2.194491282098131,-0.9722540982468608,-0.5186895840194201,10,30
30,0,0.3338082288010678,0.17842125308360668,1.5581744802031405,10,30
30,0,4.801994685203204,3.3054558893729853,3.3912632812202688,10,30
30,1,1.8113338656962379,1.316918540999775,-1.086513018241864,10,30
30,0,2.636961339370952,0.9595350653870969,3.9530083998387506,10,30
30,0,7.28200434876671,4.335496580379834,4.918620236267164,10,30
30,0,3.9089005195121276,1.573464570314186,2.5593366541543627,10,30
30,0,0.3240096414213203,-0.2892563632221279,-1.3212360189242784,10,30
30,0,4.28438063514345,-0.9642508404378383,-2.5589606514720593,10,30
30,0,12.924253115081559,3.974811179805677,3.2112417003815716,10,30
30,0,7.33374848665239,3.612778623973969,7.585251316219057,10,30
30,0,5.820075592546442,2.036916413040246,6.393763040851098,10,30
30,0,6.9921499405530945,4.128410083261336,2.2208278691687373,10,30
30,0,5.083374909772182,0.6195931855359018,3.4411522485780717,10,30
30,0,8.09811066060672,3.9789177423389654,3.9451721748104873,10,30
30,0,8.307208295885333,3.7622794763974445,5.117016959390787,10,30
30,0,5.589713006781266,2.224852410657662,4.2340546959649155,10,30
30,0,1.893339055409952,1.3702368619121978,2.1514735817193933,10,30
30,0,5.656876299199517,2.061934463458103,5.814481492354858,10,30
30,0,3.341283226203603,1.9845596070473368,3.138488145929906,10,30
30,0,2.9898956472440053,0.8205331165303216,4.179826295885483,10,30
30,0,0.8250358506680155,0.29299281802543664,3.3102107299265615,10,30
