rho,n,p,delta,cp_ols,cp_ridge,risk_ols,risk_ridge
0.0,300.0,50.0,0.0,4.4612360132204705,4.440956691883445,1.3584478442845611,1.3494635663874948
0.0,300.0,50.0,1.0,3.979821744828047,3.900257765332364,1.2839232765933646,1.2935003148297644
0.0,300.0,50.0,1.0,3.7162112719346263,3.7178959862302574,1.6976425752901558,1.6750674159126262
0.0,300.0,50.0,0.0,3.8423216360806998,3.832769124086241,1.397635813386615,1.3959703736557656
0.0,300.0,50.0,0.0,4.67062697119709,4.629315085352544,1.584126339482161,1.5648998131406118
0.0,300.0,50.0,0.0,4.918171770770333,4.852582388088766,2.1759312312552623,2.1352410782991087
0.0,300.0,50.0,0.0,4.061382944949778,4.040477614760147,1.3815834646178515,1.365565679304867
0.0,300.0,50.0,0.0,4.7491884197382515,4.693575042912861,1.466734453043534,1.425120514155055
0.0,300.0,50.0,0.0,5.685077327805061,5.605974876284584,1.515947728024919,1.504265143867927
0.0,300.0,50.0,0.0,3.5787181716051575,3.502894453318532,1.5608038450450947,1.5487540786523084
0.0,300.0,50.0,1.0,3.6061170187254024,3.6373701699538246,1.5697420967288704,1.5521558244373101
0.0,300.0,50.0,0.0,3.267081972157665,3.2466025238608758,1.6333166402970092,1.6257847820944524
0.0,300.0,50.0,0.0,3.9729355068134673,3.953082396209037,1.2827728228727566,1.257029058192309
0.0,300.0,50.0,0.0,4.828861353631852,4.750449296340234,1.544209507965641,1.525189803930173
0.0,300.0,50.0,0.0,3.8910959538625747,3.8447172904252134,1.4971191613877646,1.4905885686633864
0.0,300.0,50.0,0.0,3.2756455462869885,3.243178182602489,1.660937577662694,1.6585638328317394
0.0,300.0,50.0,1.0,4.260687041686485,4.264201464453671,1.4286973022311675,1.4111584222013647
0.0,300.0,50.0,0.0,4.3758004331169325,4.299482399157704,1.89005967923542,1.8806266419754274
0.0,300.0,50.0,1.0,4.144085039359883,4.184003256769341,1.3012936996191502,1.2896742013998677
0.0,300.0,50.0,0.0,4.37326989658401,4.25414454351839,1.6293035214703446,1.6015172435152103
