rho,n,p,delta,cp_ols,cp_ridge,risk_ols,risk_ridge
0.25,300.0,50.0,0.0,3.8871434921369756,3.884336182195242,1.2557105793445205,1.2377788414089017
0.25,300.0,50.0,0.0,3.680971227438301,3.6699645885754224,1.620314024775606,1.610123261020712
0.25,300.0,50.0,0.0,4.208575442544069,4.144636953738068,1.7900723616960985,1.773939465603373
0.25,300.0,50.0,0.0,3.7137873122656573,3.7148811275889333,1.228573162407648,1.2343218620775547
0.25,300.0,50.0,0.0,4.196765937597016,4.174124485060251,1.5537542769891524,1.5340225204560876
0.25,300.0,50.0,0.0,3.311726723993624,3.296665905722528,1.9569585128889349,1.923023976362764
0.25,300.0,50.0,0.0,4.128062681929595,4.1217208086353105,1.6694471741012837,1.6543421402116103
0.25,300.0,50.0,0.0,4.371341890646497,4.33630031124921,1.896776989829385,1.8737025797656637
0.25,300.0,50.0,1.0,3.194473252148201,3.2225521619566684,1.2915810337072982,1.2798187104074834
0.25,300.0,50.0,1.0,3.9744864072054775,4.018910232166853,1.6564332294733555,1.6330752311607974
0.25,300.0,50.0,0.0,4.290328820144778,4.252370892994179,1.1240286389922887,1.0996861104248927
0.25,300.0,50.0,1.0,4.804568576593927,4.815562553714356,1.793723081229201,1.7887952940154221
0.25,300.0,50.0,0.0,4.028287754096621,3.9630715583164164,1.6026805969732347,1.568925763681974
0.25,300.0,50.0,0.0,4.0464380237996815,4.020841190886737,1.2773046819162543,1.2705631977741079
0.25,300.0,50.0,0.0,4.694566116912916,4.6732744536340896,1.2100967495345751,1.1996100401308658
0.25,300.0,50.0,1.0,3.7276014232471675,3.7704729338021092,1.686154447567186,1.6695519657358622
0.25,300.0,50.0,1.0,3.6207633065349154,3.621681756616598,1.3651771170620544,1.3626698241352806
0.25,300.0,50.0,0.0,3.2115129959929503,3.185386963483893,1.6287477273437239,1.5988908832060453
0.25,300.0,50.0,0.0,4.04273741965341,4.005252812654319,1.3765458939846755,1.3677560966625726
0.25,300.0,50.0,0.0,4.0845695008298515,4.069563280712046,1.4870804819533718,1.461832892170611
0.25,300.0,50.0,0.0,3.7519313995767183,3.7215074241005404,1.1936538073915572,1.1773540216152136
0.25,300.0,50.0,1.0,3.312699316002832,3.3274588321617737,1.3990504905477001,1.3833697871750767
0.25,300.0,50.0,1.0,3.642109662829311,3.6530917823949465,1.5054870926704003,1.486478208727094
0.25,300.0,50.0,0.0,3.717746857288627,3.6959125031699287,2.000783016963434,1.9687363382991805
0.25,300.0,50.0,0.0,4.340178039197505,4.311450929991206,1.6834449320829752,1.6646631055816907
0.25,300.0,50.0,0.0,4.17185551928084,4.160307808097385,1.3853209158100006,1.3686541812125037
0.25,300.0,50.0,0.0,4.264346302752446,4.238820019426304,1.78458446012775,1.7751825506549157
0.25,300.0,50.0,0.0,4.70778830830683,4.6807053982869125,1.2753059511866758,1.2585437550312124
0.25,300.0,50.0,0.0,4.416611615465095,4.385648931215442,1.698391406178624,1.6657432109411205
0.25,300.0,50.0,0.0,4.296426145968592,4.254924546646481,1.5483638260027017,1.5329580926089592
0.25,300.0,50.0,0.0,4.423733316319949,4.3840443120841055,1.2656512418938883,1.2455937029409943
0.25,300.0,50.0,0.0,2.8802140945813863,2.8246931746184423,1.5987342771099116,1.5887297538944791
0.25,300.0,50.0,1.0,3.8985570364074844,3.9056095257898873,1.5337859286032798,1.5181839047503773
0.25,300.0,50.0,0.0,3.7850560469645136,3.766518277110135,1.451630845634191,1.442377983607339
0.25,300.0,50.0,1.0,3.7091674138090283,3.7119214627383013,1.69273616334979,1.689617901285332
0.25,300.0,50.0,0.0,3.6980174244284734,3.679894519258962,1.4161976716990552,1.397577250295997
0.25,300.0,50.0,0.0,3.3650369328702188,3.352150529391138,1.0724709372005916,1.0654943811821973
0.25,300.0,50.0,1.0,3.7742402537266306,3.7967549088564834,1.567268334415903,1.5615689053859607
0.25,300.0,50.0,0.0,4.266632660951874,4.21371465472415,1.4410485583037842,1.4370628716132559
0.25,300.0,50.0,0.0,4.011320393677305,4.0001726839522025,2.0588552747808326,2.031426596561528
0.25,300.0,50.0,0.0,4.073143099534727,4.050326973167945,1.742259566790666,1.7212499095274174
0.25,300.0,50.0,1.0,3.65475101996213,3.699539883648458,1.1973624041483388,1.1822134782281817
0.25,300.0,50.0,0.0,3.8021295396467893,3.7878314823814576,1.2834706951988735,1.2815614036521323
0.25,300.0,50.0,0.0,3.9495832333633305,3.9129181750826643,1.2816180000195116,1.2558952544110384
0.25,300.0,50.0,0.0,3.296703358986926,3.2560444707530256,1.1415855433325384,1.1254365948541085
0.25,300.0,50.0,0.0,4.116961800034681,4.105780242153167,1.2523397405120595,1.2444076582936288
0.25,300.0,50.0,1.0,4.4072181830323,4.419534621744563,1.4793271270850783,1.4655407365878887
0.25,300.0,50.0,0.0,4.768992990385769,4.668267805186004,1.8278435117915828,1.7919735290848378
0.25,300.0,50.0,1.0,3.78578420160341,3.793779043566808,1.052188176173589,1.044472299805318
0.25,300.0,50.0,0.0,3.192395921534498,3.1769374756654836,1.2993464770205847,1.2846846132865375
0.25,300.0,50.0,0.0,4.7744495920306065,4.705723077896107,1.092554997019708,1.089589362800142
0.25,300.0,50.0,0.0,4.320212553994659,4.252023750390414,1.3388661606955838,1.3226045894242595
0.25,300.0,50.0,0.0,3.4451790302121457,3.4064417426876026,1.1855367287536127,1.1781887229616972
0.25,300.0,50.0,1.0,3.5358614823843153,3.544033882639022,1.6605881827110205,1.6567087347522567
0.25,300.0,50.0,0.0,4.340316419329402,4.258892179792637,1.5911988672169344,1.5627186555428705
0.25,300.0,50.0,0.0,3.618722031600477,3.5835968016742137,1.0264688539738558,1.0137626460615385
0.25,300.0,50.0,1.0,4.053779879171692,4.084303264801604,1.3153584446113396,1.312904930138978
0.25,300.0,50.0,0.0,4.643623079880605,4.698172687197124,1.572236785573734,1.5724493846137144
0.25,300.0,50.0,0.0,4.157694793463159,4.1157081152885215,1.5920331930256948,1.5772366330524803
0.25,300.0,50.0,0.0,4.025332884786511,4.006023929508957,1.9430310420194277,1.9313556787827384
0.25,300.0,50.0,0.0,3.9189316996120396,3.8729647708108073,1.6641028683921923,1.6325351145547762
0.25,300.0,50.0,0.0,4.364230270170814,4.331028646187182,1.4741616162671327,1.4467009547609544
0.25,300.0,50.0,0.0,4.3564459407074745,4.296952665154902,1.4450001639501433,1.4196412101816949
0.25,300.0,50.0,0.0,4.29554292742144,4.291659089639864,2.368555406686571,2.328436868979739
0.25,300.0,50.0,0.0,3.9540224799056296,3.918998784347491,1.5401437007355638,1.5301565716962886
0.25,300.0,50.0,0.0,4.543954396186954,4.527189093313711,1.2514889409568073,1.2480315523567285
0.25,300.0,50.0,0.0,3.759974368486967,3.7171276328498206,1.5153981445780749,1.4907458989055815
0.25,300.0,50.0,0.0,3.2985660161282575,3.2973558104691043,1.4210020801478678,1.4188974287735259
0.25,300.0,50.0,0.0,3.404142220216846,3.3982701708580656,1.3425825406291176,1.3292244434115055
0.25,300.0,50.0,1.0,4.040351352989366,4.0538881360411505,1.7438360998802274,1.7058651931980233
0.25,300.0,50.0,0.0,4.414144777206967,4.3830841367973425,1.1853880425025143,1.1722747117951962
0.25,300.0,50.0,1.0,3.5927154070978164,3.6363625441814946,1.2589897523129876,1.2453486087018988
0.25,300.0,50.0,0.0,3.6134903354219636,3.5504340792017395,1.4795646413931896,1.4587098382505699
0.25,300.0,50.0,0.0,4.146423862459062,4.069758099086356,2.2079146822017903,2.156261004255013
0.25,300.0,50.0,0.0,4.530623162221862,4.4604856015108405,1.6164884701593625,1.6005283754125315
0.25,300.0,50.0,0.0,4.3094993152265015,4.241031429347507,1.6947298429209785,1.6526475131065967
0.25,300.0,50.0,1.0,4.757393499467209,4.7740468832389205,1.6370307212409854,1.6109410900877597
0.25,300.0,50.0,0.0,3.911233103626679,3.8773198143114453,1.684052876125859,1.665429414327361
0.25,300.0,50.0,1.0,3.839696103575405,3.8561038681344066,1.272045981192514,1.2658775415033412
0.25,300.0,50.0,0.0,3.946246452595195,3.897381824216341,1.7391333884590772,1.6938052230327054
0.25,300.0,50.0,0.0,4.596379754581285,4.522905072716751,1.4437904351571875,1.4344603342444842
0.25,300.0,50.0,0.0,3.7168891370978057,3.701382893245419,1.6664489124867974,1.6509176081216899
0.25,300.0,50.0,1.0,3.557651653855198,3.5711004366163754,1.382001362712524,1.3754305155034716
0.25,300.0,50.0,0.0,3.845625947122738,3.8080221890100656,1.5378327011672681,1.5277226962617698
0.25,300.0,50.0,0.0,3.960401172194467,3.853752801298947,1.4380537087522058,1.4251654434014431
0.25,300.0,50.0,0.0,3.773364499137353,3.7219360214791837,1.4294288973353875,1.4201717089363044
0.25,300.0,50.0,0.0,3.7183988771097805,3.708711758530723,1.3760646438346944,1.3494114907068835
0.25,300.0,50.0,0.0,3.6630889344398456,3.59724430603839,1.0384361384026677,1.0307782982928093
0.25,300.0,50.0,0.0,3.840258743997733,3.7986236591805125,1.446459781789769,1.445930356903518
0.25,300.0,50.0,1.0,4.05726003496273,4.116664629308803,1.716016857990614,1.701360314098456
0.25,300.0,50.0,0.0,4.910037274027719,4.888130236193817,1.3778530964398619,1.3611050576601171
0.25,300.0,50.0,0.0,4.1778536477044295,4.140950196814744,1.5728156575005126,1.557597404810017
0.25,300.0,50.0,0.0,4.415538113361301,4.380982142654771,1.7234759618838271,1.7189802501091038
0.25,300.0,50.0,0.0,4.400131645870601,4.374239954413992,1.535882535780742,1.5199140096001733
0.25,300.0,50.0,0.0,3.665458207473844,3.630637672464145,1.7671953852708506,1.7657069533587344
0.25,300.0,50.0,1.0,4.188528980833117,4.199326789285886,1.73185589686349,1.720033119719333
0.25,300.0,50.0,0.0,3.9076415098786033,3.9034860304312553,1.4431015511070688,1.4404390315493982
0.25,300.0,50.0,0.0,3.9895710906599904,3.9161380669585766,1.4915289678039771,1.4731280730991159
0.25,300.0,50.0,0.0,4.033327440770251,3.997072769224465,1.7132220981446904,1.7016571847755657
0.25,300.0,50.0,0.0,3.943791282937884,3.9072952971104766,1.9211187343215343,1.8987421278336178
0.25,300.0,50.0,0.0,4.336939673529483,4.3285680068234775,1.0381037801295734,1.0270374999914713
0.25,300.0,50.0,1.0,4.282052096442497,4.317494480953117,1.6484106169096044,1.6324268759397045
0.25,300.0,50.0,0.0,4.503683204119701,4.470975824417306,1.8225538069533438,1.8145433117785819
0.25,300.0,50.0,0.0,4.910483741159649,4.862586434152331,2.192648658167141,2.1536956890541634
0.25,300.0,50.0,0.0,3.308882826847045,3.270270437668197,1.6304108376129498,1.5947227626619789
0.25,300.0,50.0,0.0,3.5652964966423517,3.5236132218943563,1.1586366537612451,1.1537394986656584
0.25,300.0,50.0,0.0,3.7399942683996787,3.726957937245272,1.4493916281698478,1.4421934936122918
0.25,300.0,50.0,1.0,3.9432535414028522,3.946854736424831,1.2076768958567679,1.19780405275468
0.25,300.0,50.0,0.0,3.985116667989955,3.9548278078624257,1.6153728575475794,1.6001609101248726
0.25,300.0,50.0,0.0,3.7835926452294566,3.769075458139814,1.5174953682584555,1.4945576300680903
0.25,300.0,50.0,1.0,4.040503302057798,4.047152053110378,1.6036779391438503,1.581381305545272
0.25,300.0,50.0,0.0,4.021610836851111,3.9957160703901957,2.350355353010086,2.3304040691336683
0.25,300.0,50.0,1.0,3.7710187000471573,3.7909185012365474,1.2527176361464238,1.2425608932927446
0.25,300.0,50.0,0.0,3.655881318921292,3.589173019191983,1.7323216499628813,1.701380082273226
0.25,300.0,50.0,0.0,4.983949307006808,4.972902009260929,2.4862237202105137,2.446939574382333
0.25,300.0,50.0,0.0,3.8955716809573,3.868048081953497,1.4074756245395448,1.3973999938301944
0.25,300.0,50.0,0.0,4.2491035726660344,4.137574682091846,1.325672211824899,1.2932239346325183
0.25,300.0,50.0,0.0,3.116169223255602,3.132073832816107,1.3147170620588968,1.3198844216172567
0.25,300.0,50.0,0.0,4.340493192119178,4.328462122087776,2.073877402632155,2.0533500665802924
0.25,300.0,50.0,0.0,3.605985925306307,3.585288212432414,0.9644094419590077,0.9425155331430402
0.25,300.0,50.0,1.0,4.150484908973672,4.160010857295117,1.6897735664711264,1.6853460088948025
0.25,300.0,50.0,0.0,3.5422702027086332,3.4936937661842076,1.3839974005673847,1.3700062194666909
0.25,300.0,50.0,0.0,4.590380241807921,4.577417063125604,1.4317162745099639,1.4187993945868822
0.25,300.0,50.0,0.0,3.748221175757281,3.7404897714593823,1.668541929819257,1.6531210799139444
0.25,300.0,50.0,0.0,3.2463302613102467,3.2454167270782697,1.662983733347289,1.6031256369092612
0.25,300.0,50.0,0.0,4.564202505588284,4.488357669127184,1.2821504840553586,1.2557886730400762
0.25,300.0,50.0,0.0,3.849164898032373,3.7890740150828743,1.454901790341046,1.4332851286395636
0.25,300.0,50.0,0.0,3.8307500540964905,3.7962175242238954,1.4174383084461204,1.3949240396252578
0.25,300.0,50.0,0.0,4.231127586111196,4.189541070064924,1.8171156238565183,1.8041938001241746
0.25,300.0,50.0,0.0,3.6773585037142906,3.661317500337941,0.9735957219642178,0.9605102610815988
0.25,300.0,50.0,1.0,4.502044963119012,4.539944000951178,1.60668029710221,1.5872332980216353
0.25,300.0,50.0,0.0,2.893411559229115,2.884451604337113,1.1076315544790583,1.1070003217414504
0.25,300.0,50.0,1.0,4.230843715872261,4.233771309672044,2.001094994572806,1.9933645891987484
0.25,300.0,50.0,0.0,4.0368749813006035,4.012521591206328,2.1332401307021662,2.09390638611884
0.25,300.0,50.0,0.0,4.753988959142104,4.650210436265781,1.8362641388867704,1.7863799297441414
0.25,300.0,50.0,0.0,4.003396056267039,3.9754855197190455,1.9014871931761108,1.881655209437941
0.25,300.0,50.0,0.0,3.841792211588162,3.820511217603747,1.4957075444896295,1.4867460374224741
0.25,300.0,50.0,0.0,3.7224572206825015,3.685340131112591,2.113731449979656,2.101540366438277
0.25,300.0,50.0,1.0,3.964441967980644,3.9867761237098143,1.8566964660427907,1.8389812824254723
0.25,300.0,50.0,0.0,3.8860274436170443,3.834883462846395,1.4429130016222906,1.439127059293898
0.25,300.0,50.0,1.0,4.290076971177297,4.3006363748089225,1.5981667878946473,1.5776615860753873
0.25,300.0,50.0,0.0,3.9574724564551103,3.92560967896655,1.3423321094267293,1.3305536843327437
0.25,300.0,50.0,0.0,3.9930969645969565,3.9423811862389004,1.6779530928137567,1.671407462267539
0.25,300.0,50.0,0.0,3.7041478020207097,3.652846013544152,1.074564480805959,1.0705534151936678
0.25,300.0,50.0,1.0,3.1813516985964365,3.2025050520003604,1.4753431776457488,1.4740396600546841
0.25,300.0,50.0,0.0,4.841013841127669,4.768039227848254,1.9812139743385493,1.950816454870048
0.25,300.0,50.0,0.0,3.0201205123947834,3.006521456752172,1.2971306542525185,1.2828635900395335
0.25,300.0,50.0,1.0,3.834339998443943,3.8360349630961386,1.902254308195506,1.8881288129984695
0.25,300.0,50.0,0.0,3.5758971020137786,3.542713629043256,1.6283576939489328,1.6172620093108747
0.25,300.0,50.0,1.0,4.019472215519434,3.9926090970035393,1.358146830313172,1.3614634302458555
0.25,300.0,50.0,1.0,4.278076094116896,4.318989395156378,1.7314590510060994,1.708228959622923
0.25,300.0,50.0,0.0,4.079743682320466,4.0550914252692225,1.3342349720895308,1.3146278718011501
0.25,300.0,50.0,1.0,3.804201357158905,3.8183247841584547,1.3511891595442098,1.3481064439471284
0.25,300.0,50.0,0.0,4.051309851079206,3.97016779834715,1.5645827946484878,1.5617541628983098
0.25,300.0,50.0,0.0,4.247837426995197,4.144328679882511,1.3808264162087502,1.3665293579530162
0.25,300.0,50.0,1.0,4.009156382700812,4.0187443580984015,1.4269833818729614,1.421409512749045
0.25,300.0,50.0,0.0,3.769525905543967,3.744829181782632,1.6314639734405612,1.6191974157035842
0.25,300.0,50.0,1.0,3.70163290748521,3.7272176869006577,1.0939250412137207,1.0929501444075507
0.25,300.0,50.0,0.0,3.4131386492402043,3.4022657033722026,1.9942761022680793,1.9702523659326725
0.25,300.0,50.0,0.0,3.4814186353954026,3.4661165190951744,1.4825206777101732,1.4754840944613836
0.25,300.0,50.0,0.0,3.2763261466129734,3.2686777234749274,1.245646903237537,1.241005180244619
0.25,300.0,50.0,0.0,4.307168965920537,4.268122739506838,1.3881339241793273,1.3555191749556756
0.25,300.0,50.0,0.0,4.250278316079768,4.196144072854393,1.1767654268670813,1.1603237835462643
0.25,300.0,50.0,0.0,3.821008696066645,3.813831949730036,1.6416826312859292,1.6272791647992073
0.25,300.0,50.0,1.0,3.6335962513204314,3.6649630992260502,1.3971655603322153,1.3816734895372875
0.25,300.0,50.0,0.0,3.6313989005582004,3.5996323745481824,1.504739472495288,1.4986379006198234
0.25,300.0,50.0,0.0,3.3815035796024278,3.3458732065797103,1.6558356809889443,1.6350004133988194
0.25,300.0,50.0,0.0,4.433639354316284,4.4192546005213496,1.8668197723993822,1.834672526370088
0.25,300.0,50.0,1.0,4.889875124924241,4.899072717338315,1.7572147276786283,1.7362896893704303
0.25,300.0,50.0,1.0,3.9977803338221567,3.9582138140342997,1.5601335946308028,1.5623691023309116
0.25,300.0,50.0,0.0,4.4388780461436195,4.363743871475045,1.4426850623537268,1.4062125222882047
0.25,300.0,50.0,0.0,4.047435197259127,4.042359791447557,1.8421485002262807,1.819943749025018
0.25,300.0,50.0,1.0,4.5922003753475815,4.658326497468711,1.6988264288279469,1.672423345285239
0.25,300.0,50.0,1.0,3.5833700890913294,3.583803978103201,1.5034385798077166,1.4982024518281958
0.25,300.0,50.0,0.0,4.024314832279242,4.010256762806882,1.2408765433986917,1.2290033311936726
0.25,300.0,50.0,1.0,3.201144089640768,3.213717710559484,1.2965133913170261,1.2776956834769604
0.25,300.0,50.0,0.0,4.281832591915029,4.157248944181028,1.6196744143798867,1.5977007694086265
0.25,300.0,50.0,0.0,4.347246447230684,4.332121232153472,1.606460801280011,1.59030619577533
0.25,300.0,50.0,1.0,3.7342823576219346,3.7567392516207447,1.656855667730526,1.6354968459259334
0.25,300.0,50.0,0.0,3.989867834092803,3.9514264345533197,2.279725601078308,2.2410931561458542
0.25,300.0,50.0,0.0,4.626764579965588,4.572556373079191,2.2946080635213835,2.24935165515458
0.25,300.0,50.0,0.0,3.5529881755111874,3.546284150215946,1.9228382290851087,1.9085332962571555
0.25,300.0,50.0,0.0,4.09833346255131,4.035344803791596,1.4015247851798616,1.3893350174298917
0.25,300.0,50.0,1.0,3.273284604209843,3.2797932847368494,1.4216850146106133,1.410655354342578
0.25,300.0,50.0,0.0,4.162195418009216,4.136015712401674,1.4535995566609434,1.4403954053018195
0.25,300.0,50.0,0.0,3.7557272392638823,3.7211644126621537,1.268439839919961,1.2449912375093979
0.25,300.0,50.0,0.0,4.206274730520082,4.159605863954139,1.417448916071103,1.4054680225415417
0.25,300.0,50.0,0.0,4.250054910472016,4.247110694524368,1.7076521839301742,1.6909376691036089
0.25,300.0,50.0,0.0,3.7410165612547024,3.7144949379097345,1.3582167313627196,1.3573321131857998
0.25,300.0,50.0,0.0,5.489354692035143,5.456310777905857,1.5255172966526458,1.5051370940586073
0.25,300.0,50.0,0.0,4.8207209162735865,4.755131628434194,1.6576958874657233,1.6434417608975318
0.25,300.0,50.0,1.0,3.488352520024544,3.5057846166804056,1.2451601317654295,1.2353585039832327
0.25,300.0,50.0,0.0,3.8678612894599436,3.862504400730656,1.4001038146305265,1.3838865423197064
0.25,300.0,50.0,1.0,4.234209179693487,4.2632760640793625,1.2591049264436212,1.245583985987698
0.25,300.0,50.0,0.0,3.9641300061212954,3.908345210445534,1.8170612382693692,1.7847551490368425
0.25,300.0,50.0,0.0,4.825846945223034,4.820507709327585,1.3982801958252407,1.384261548749785
0.25,300.0,50.0,0.0,3.9513981870966544,3.8843947406770534,1.058868760409498,1.0257638411393173
0.25,300.0,50.0,1.0,3.8072887196541036,3.8277988646977996,1.3042143964670005,1.2942536259479986
0.25,300.0,50.0,1.0,3.973163375239079,3.99608152957389,1.538027965262034,1.5363205559943465
0.25,300.0,50.0,0.0,3.6147712777673053,3.5839073623060163,1.3510765826887416,1.3337254374917997
0.25,300.0,50.0,0.0,3.9890349503334854,3.9585009010193373,1.3119789242983102,1.2945762879348797
0.25,300.0,50.0,0.0,4.058955076822156,3.9792921121243965,1.3745038886910326,1.3431816040094657
0.25,300.0,50.0,0.0,4.402708654712184,4.362483355591188,1.9185952357928442,1.9042281791532458
0.25,300.0,50.0,0.0,4.7403055989484,4.696559114441468,2.2656671805760658,2.2392750074896126
0.25,300.0,50.0,0.0,4.237491515173343,4.199810510984501,1.5600996387132435,1.5284887933431905
0.25,300.0,50.0,1.0,3.6729316837284025,3.6945500576735264,1.340553111478517,1.335740995412601
0.25,300.0,50.0,1.0,4.110343974457024,4.117522885837668,1.4480787443786354,1.4292001530410623
0.25,300.0,50.0,1.0,3.738771817135722,3.7669140331570574,1.3140551111467453,1.3095607059837744
0.25,300.0,50.0,0.0,3.7446787249855866,3.7280579352849195,1.4430615195916654,1.4301365325126825
0.25,300.0,50.0,1.0,3.6023965811671754,3.6073630607299574,1.779942618863081,1.765476029767794
0.25,300.0,50.0,1.0,3.9113398115919096,3.914422720898284,1.9971928365969447,1.984244570439411
0.25,300.0,50.0,0.0,4.129261330566488,4.119718427180739,1.3109858226820956,1.2974755687531399
0.25,300.0,50.0,0.0,3.8549576139907025,3.8187368593915134,1.3112566379686017,1.2812850337281838
0.25,300.0,50.0,0.0,4.433579189816478,4.344640425270177,1.9979066848056917,1.9524109816278743
0.25,300.0,50.0,0.0,3.6660501840983843,3.6648182074186932,1.1158994373065891,1.105959212445407
0.25,300.0,50.0,0.0,4.223265774080783,4.1926761316706385,1.8919014116891772,1.8595777241322844
0.25,300.0,50.0,0.0,3.764663686035947,3.6742367933414224,1.327367133655337,1.3210501866783302
0.25,300.0,50.0,0.0,4.8329608663613595,4.7509259428309205,1.3699692248352102,1.3286932193823544
0.25,300.0,50.0,1.0,4.344466807897921,4.303330580838248,1.5774917858966888,1.5799165019530612
0.25,300.0,50.0,0.0,4.116345570470906,4.100595139057514,1.4832901265338159,1.472674469891591
0.25,300.0,50.0,0.0,4.526141130589241,4.398552508715141,1.3744980835492917,1.3591401143081263
0.25,300.0,50.0,0.0,4.052567752620172,3.9447315466188875,1.7723170846305505,1.7210740441722852
0.25,300.0,50.0,0.0,4.358926290977725,4.268618396144968,1.3663482319804272,1.3325371139778512
0.25,300.0,50.0,0.0,4.289597618285305,4.2418259823723785,1.7160834984379028,1.6982212642900723
0.25,300.0,50.0,0.0,3.752984228388564,3.7396455642397495,1.4901385588656848,1.4684042637707198
0.25,300.0,50.0,0.0,4.355632012447148,4.315113872416434,1.978866754461979,1.9445442229015661
0.25,300.0,50.0,0.0,4.151632641519759,4.060936632173549,1.5676630013900885,1.529143951722525
0.25,300.0,50.0,0.0,4.291689403384058,4.286444935328341,1.601103837629839,1.5910076276827416
0.25,300.0,50.0,0.0,4.071339856648555,4.006934862767905,1.0849095725987579,1.0720252253955969
0.25,300.0,50.0,0.0,4.155921206450093,4.113949665725675,1.4248166910323423,1.4204811867859513
0.25,300.0,50.0,1.0,3.923967418040271,3.92397105791791,1.1690328248511928,1.1602932672197148
0.25,300.0,50.0,0.0,3.6952157954503035,3.665106405651096,1.819239401361937,1.81327257799909
0.25,300.0,50.0,1.0,4.546062562698155,4.54665080511197,1.7415975782652375,1.7277625371569991
0.25,300.0,50.0,0.0,3.839460279142636,3.820440176736085,1.529170350818774,1.5059406814804017
0.25,300.0,50.0,0.0,4.8367556878232465,4.812399752170588,1.171538980942777,1.1684179975787925
0.25,300.0,50.0,0.0,4.101167006340936,4.092118940736463,1.5120298113267903,1.5016062911817694
0.25,300.0,50.0,0.0,4.176086866656512,4.134274647699281,1.255399205002204,1.2392790488539835
0.25,300.0,50.0,0.0,4.84764229275792,4.796245979829977,1.6076984762098017,1.5971714207220646
0.25,300.0,50.0,0.0,4.142705165499138,4.119125596277614,1.5187996902048047,1.4893463490619363
0.25,300.0,50.0,1.0,3.4554835545882345,3.4831946823785898,1.3767852808841285,1.3729037187855195
0.25,300.0,50.0,0.0,4.744177621939337,4.632285037220093,1.837690381632718,1.7783056848322485
0.25,300.0,50.0,1.0,3.244241606138139,3.2729381457935496,1.5537203131961332,1.5388872157023483
0.25,300.0,50.0,1.0,3.6136200448493883,3.6372235413690692,0.9496300271413695,0.9387621653432476
0.25,300.0,50.0,0.0,3.2984890313334803,3.292988410697639,1.6853140175834365,1.6698394744912237
0.25,300.0,50.0,1.0,4.243319704744336,4.247112434179021,1.314793091261638,1.2980179975156487
0.25,300.0,50.0,0.0,4.053812837893522,4.020756583428053,1.501092751861677,1.485733716592449
0.25,300.0,50.0,1.0,3.9528646739399336,3.9683039525588106,1.142120851327735,1.1349474597447453
0.25,300.0,50.0,1.0,2.7481616413955052,2.7377730236840465,1.8418483291317174,1.8485533207078213
0.25,300.0,50.0,0.0,3.698555261691457,3.6819415801654705,1.1171954288767787,1.1113434179864765
0.25,300.0,50.0,0.0,3.8430956756790544,3.830130395619964,1.643516947062015,1.6311427192224373
0.25,300.0,50.0,0.0,4.531612915838334,4.496552794450285,1.593019028607191,1.5830521595397555
0.25,300.0,50.0,0.0,3.9731282230538296,3.941391831437237,1.8555639418329968,1.8128191404431315
0.25,300.0,50.0,0.0,3.425611766430134,3.3998798695133243,2.0179157738973434,2.00589541882236
0.25,300.0,50.0,1.0,3.907002826486611,3.924110005953626,1.4383460570137026,1.4071908635178598
0.25,300.0,50.0,1.0,4.261630090177875,4.279032269254081,1.435218986004998,1.424179997298358
0.25,300.0,50.0,0.0,3.58251075288719,3.520727468813393,1.9318033754948238,1.8708588705895894
0.25,300.0,50.0,1.0,3.89046704462271,3.959263495245454,1.5030250554792655,1.4722359924911599
0.25,300.0,50.0,0.0,4.0050496467984695,3.994059916925898,1.835967613082513,1.8219041622595933
0.25,300.0,50.0,0.0,3.876127997390348,3.829734699803769,1.7205575412989285,1.716134433271576
0.25,300.0,50.0,0.0,3.67889349420043,3.6742564510437346,1.6223177541169589,1.616113472851237
0.25,300.0,50.0,0.0,4.804917181144403,4.739461428945563,1.7468567747515082,1.721541631696277
0.25,300.0,50.0,0.0,4.166943454393043,4.128624585596365,1.9901797718158998,1.9588241024943698
0.25,300.0,50.0,0.0,4.856916916088025,4.838326335248885,1.8400171996746886,1.802535121382632
0.25,300.0,50.0,0.0,3.472707080936918,3.416716507915832,1.1705017916261653,1.1598097151442794
0.25,300.0,50.0,0.0,4.084061545482446,4.059895494599591,1.3370831860459806,1.3350039752382172
0.25,300.0,50.0,0.0,3.5112011310185,3.5075312234515987,1.5516099182904028,1.537393752102255
0.25,300.0,50.0,1.0,4.474379855356806,4.494814242429289,1.9700172656438963,1.9334999246537792
0.25,300.0,50.0,1.0,3.6089041002020883,3.6123004171005326,1.6473311054408506,1.6080275039749186
0.25,300.0,50.0,0.0,4.16213042227847,4.132705609113775,1.7260354801038333,1.7131714917999992
0.25,300.0,50.0,0.0,4.225031508180638,4.209536032128545,1.2957000358405677,1.2908853408068859
0.25,300.0,50.0,0.0,3.9070267233811595,3.869813903533477,2.1636604648043303,2.122118035671839
0.25,300.0,50.0,0.0,4.548192117142626,4.515845301162289,1.5094323530363505,1.4882337777173025
0.25,300.0,50.0,0.0,4.429973388441753,4.369087070698776,1.4217574131673067,1.4050522480363625
0.25,300.0,50.0,0.0,4.591032976589908,4.554795684778644,1.1780799861186728,1.1716236279940497
0.25,300.0,50.0,0.0,4.508469254073413,4.480694368818233,1.5689814476893924,1.5481991743900874
0.25,300.0,50.0,0.0,4.132912652447227,4.093348866111021,1.1729506212589451,1.1378606662348567
0.25,300.0,50.0,0.0,4.969282036024716,4.922101982080421,1.6892486793763406,1.6535767667990293
