dataset,n,delta,kappa,cp_gap,risk_gap,nc
housing,100,1,1.0447057311013794,0.024053400915995393,-0.010153985450621905,25
housing,100,1,0.07639554339358659,-0.010137869359926555,0.004349971402955344,25
housing,100,1,2.545817080574408,0.11282971091434746,-0.01265952481002014,25
housing,100,0,0.612803416132608,0.05557592477945539,0.022862530642193624,25
housing,100,0,5.045748204621922,0.35735843348703633,0.07094171790399184,25
housing,100,1,3.297873124677094,0.0762830671504886,-0.0003879535113462951,25
housing,100,0,0.11187387244849867,0.006920920118834051,0.0130329385580919,25
housing,100,0,2.346287066850788,0.0834645037160151,0.11943019305730573,25
housing,100,1,2.4868838541066247,-0.25339189668149853,0.004032463990055413,25
housing,100,0,1.2570462073794662,0.0847621391913238,0.06277649858142598,25
housing,100,0,1.0297460773528768,0.1209766459999031,0.005727440105319115,25
housing,100,0,1.342409543329931,0.4364948329722702,0.5656481959853855,25
housing,100,0,0.29683652344014544,0.035953519127328804,0.09666258493998159,25
housing,100,1,0.25200158171544185,0.011831627660840782,-0.06881418554034457,25
housing,100,0,0.8651634742967736,-0.03858289075776056,-0.0023576899528548745,25
housing,100,1,0.7155095135893544,-0.08637649118295898,0.10733467896015136,25
housing,100,0,0.2063153538683647,-0.011061800186681126,-0.005719398254140667,25
housing,100,0,0.966415643605339,0.02794272847323409,0.013235976028478771,25
housing,100,0,0.32587244955975275,0.015089336901239925,0.06933905012209851,25
housing,100,0,0.857422469893716,-0.018218402266039657,-0.027296566707529113,25
housing,100,0,4.628481850421926,0.2574778779834861,0.0051690352560498365,25
housing,100,0,0.31685036379192383,0.015682218648678692,0.02937258019838393,25
housing,100,1,3.0613449892261086,0.5983171296615086,-0.017585964811201893,25
housing,100,0,0.20835277167421834,0.0075962763533681255,0.21803057287415784,25
housing,100,1,1.141295573876778,-0.038275777823179036,0.012370409678355676,25
housing,100,0,1.4690851743476838,-0.022748519312234317,-0.004526761128323398,25
housing,100,1,1.1468688149004285,0.050001234135020334,-0.002969109447085505,25
housing,100,0,0.15990295695537043,0.07686082194901189,1.8713288817145535,25
housing,100,1,0.8751684566190141,-0.0595401330539318,0.10083096451869372,25
housing,100,1,0.975226773688802,-0.10765989859914349,0.0011238677610643233,25
housing,100,0,1.4062640019452008,0.04913030020396092,0.015143662839072314,25
housing,100,0,0.03251642207051547,-0.0004559105326824575,-0.0038665933721811485,25
housing,100,0,1.3026546835011914,0.09108813845672814,0.0055093082057956905,25
housing,100,1,0.7036159963553694,-0.06265350768457223,0.0036425889569278724,25
housing,100,1,2.6243503299874376,0.05877529184063057,-0.0012082234205803288,25
housing,100,1,3.142516007064507,0.22213278578211004,-0.11269585181776767,25
housing,100,1,0.9170822176313145,-0.013624765671243155,0.1320625599275338,25
housing,100,0,0.13611612414532354,0.02584579122376418,0.207988290236098,25
housing,100,0,0.6571557621164512,0.010614697093854097,0.0009561801716979623,25
housing,100,1,1.9698423151024262,0.09206802635601496,-0.0051014553997060785,25
housing,100,1,0.20799174852223676,-0.017420944231441027,0.013118346868980668,25
housing,100,1,1.8911054078963037,-0.14666310018427486,0.013517137396602458,25
housing,100,1,1.307909939587788,0.07833176021944355,-0.007698454164211138,25
housing,100,0,0.5791576786606328,0.08452138553857935,0.13085044620066166,25
housing,100,1,1.6832800678580668,0.04851765513123896,-0.009953775407265095,25
housing,100,1,0.9874129336463514,-0.12400778975078541,0.005451928005348883,25
housing,100,0,1.278031866486299,0.23845805960868427,0.07367346264929947,25
housing,100,1,0.48332138919525197,-0.02752483852181342,0.0026580618963152614,25
housing,100,1,0.6381966915250177,0.0032500662311489847,-0.002689825018465375,25
housing,100,0,1.7598520753327465,0.26335967789387693,0.005729291573778994,25
housing,100,1,1.673018829821095,0.2640579965855041,-0.025579547986040507,25
housing,100,0,1.689711430043272,0.06319336920711605,0.0045769301203827245,25
housing,100,0,2.8783038990161858,0.055822410230301545,0.0070684955910438885,25
housing,100,0,0.5935303860539501,-0.01973658948536894,-0.053238901952682216,25
housing,100,0,0.8015027135477143,0.17423323351704956,0.10121812131646629,25
housing,100,0,2.967962569446005,0.5006814550781171,0.0033950992213765963,25
housing,100,0,2.0107003051862864,0.045922332875882876,0.0024565127645743146,25
housing,100,1,0.1328903499589039,-0.012238064375717173,0.040131217466387994,25
housing,100,1,2.317668306406684,0.07817177803387687,-0.0006134747770139559,25
housing,100,0,2.9663571032421077,0.3299088482072978,0.02512730983707201,25
housing,100,1,1.1320169935114128,-0.032516365174400264,0.11263527899987852,25
housing,100,0,0.158079791374459,0.005946688153541491,4.084262095143194,25
housing,100,0,1.1200179900684428,0.06398564554569974,0.055072000934383025,25
housing,100,1,0.577831226101684,-0.008712472106282121,0.12839808320478618,25
housing,100,1,0.4401199314876508,-0.030016725131692956,0.4925632929296455,25
housing,100,1,1.784595998215383,0.22806048632386688,-0.03730442479529192,25
housing,100,0,0.6139498414475139,0.028241506546374362,0.0006114457645850502,25
housing,100,0,2.2657382858334905,-0.07797104788908071,-0.005649680658769585,25
housing,100,0,2.200892526460613,0.8678653989367229,0.11877678314556095,25
housing,100,0,1.575167076101638,-0.25878103418752874,-0.022830849044898682,25
housing,100,0,0.600006464074522,0.03547147542971052,0.22829709948271737,25
housing,100,1,1.407303347784488,0.154496671608487,-0.004975152369692176,25
housing,100,0,0.6493458556856544,-0.01745889253067623,-0.002340724955988027,25
housing,100,0,0.23814686282288225,0.04725027115085356,0.02345410069034448,25
housing,100,1,1.1618067901055078,0.038419609487061246,-0.0022762658316936024,25
housing,100,1,1.0330020288884159,0.0824875392889548,-0.010173821458385024,25
housing,100,0,2.8716430938762145,0.2263418874330798,0.021072320790581273,25
housing,100,1,0.688843510869589,0.06418083364096194,-0.9869203214448317,25
housing,100,1,1.0473646163891153,0.08974507934334319,-0.03328586914632958,25
housing,100,0,0.16192203266717148,0.006155446344357607,0.39572551670206324,25
housing,100,0,1.08206707305667,0.025692657339168035,0.005621781615153754,25
housing,100,0,2.1902017982179762,0.048251668681091875,0.1199191996346507,25
housing,100,0,1.7513406794546356,0.19403338436097028,0.065644406697491,25
housing,100,0,2.4993972514720477,-0.16073433683482397,-0.00894445899787702,25
housing,100,1,1.09163238257009,0.11935442304379684,-0.010647574357801837,25
housing,100,1,1.3609270877006099,-0.06298490420756853,0.02027170223220426,25
housing,100,1,1.4245870562287515,-0.10601324967583214,0.009805171021375486,25
housing,100,0,1.0327032310213022,0.17768887262344046,0.0829612224677187,25
housing,100,0,0.0842886989933535,0.038648030382566256,0.24426353289543679,25
housing,100,1,1.3679402111881522,-0.1023208192150622,0.08239186792428899,25
housing,100,1,0.8906645028726422,-0.0659452467487236,0.018735067496456703,25
housing,100,0,4.011114836322094,0.13020645810579445,0.14450523286766748,25
housing,100,0,0.3493727601088083,0.019157705551391846,0.023216575483678836,25
housing,100,0,3.302750666839878,0.21019391944095056,0.020836707445289565,25
housing,100,0,3.780124395470725,0.2711464759093065,0.04964218044990831,25
housing,100,1,1.6300051974742122,0.07213501620644847,-0.00033859721576867674,25
housing,100,1,0.20659964791258423,-0.010898763092063168,0.02044546252429713,25
housing,100,0,0.31749987636124355,0.047632780982009626,0.0829565566622324,25
housing,100,1,1.132406272583117,-0.0707651582433706,0.003961748510550658,25
housing,100,0,1.7803258427754751,-0.03375512889258858,-0.008509922387282931,25
