n,delta,kappa,cp_gap,risk_gap,nc
50.0,0.0,2.114621329374829,5.109131674194767,6.489927147522745,15.0
50.0,0.0,3.4391549512816244,30.59041584298831,185.47704559937927,15.0
50.0,0.0,2.4534183970545898,3.8371832880122465,12.157852012047726,15.0
50.0,0.0,1.7638647361494624,4.98623494131314,2.463003514125553,15.0
50.0,0.0,1.7266721214461536,5.606189815706494,22.60200691092519,15.0
50.0,0.0,4.495015206858921,28.0222121561249,111.13410579414067,15.0
50.0,0.0,2.560251837666651,5.226652184118741,4.355277700885411,15.0
50.0,0.0,2.1440491546679152,6.117070376722904,9.860182614362625,15.0
50.0,0.0,3.598502439931266,15.484999471764485,39.54600257201044,15.0
50.0,0.0,3.401176287772958,15.877548041240967,11.616264915326113,15.0
50.0,0.0,1.5602954980134462,4.052177701359403,5.476468156996156,15.0
50.0,0.0,2.4532645327815037,6.2452235951771655,9.701129285564088,15.0
50.0,0.0,2.910215445531271,9.651974054043851,23.62169306770087,15.0
50.0,0.0,2.9138482492909104,10.329641456187975,23.83840638552729,15.0
50.0,0.0,0.5654617478590872,1.1125273944531875,4.171913489796308,15.0
50.0,0.0,2.6422612212684897,15.699957637012218,37.34387667735293,15.0
50.0,0.0,0.6752207394425976,1.2511919998848482,5.067523151378286,15.0
50.0,0.0,3.2131641614437916,12.671623123658222,23.927764711707344,15.0
50.0,0.0,3.7413896502333945,9.207524860736447,7.1651254552265575,15.0
50.0,0.0,3.8333844730202453,13.835149850024024,19.203247280347433,15.0
50.0,0.0,1.811727214781687,5.6669957014201335,12.963953948567077,15.0
50.0,0.0,4.087886042478452,33.63953212837216,132.0265829935056,15.0
50.0,1.0,0.9048962785502447,-1.1049082909006582,0.029310592414348857,15.0
50.0,0.0,1.2308560297746278,3.035506724943663,18.863286177567147,15.0
50.0,0.0,3.0963140175014403,9.460182520177554,10.63596160688457,15.0
50.0,0.0,2.72174753507636,12.46607705002673,30.495433361287883,15.0
50.0,0.0,3.460761525317672,37.633474212304705,118.73779912351712,15.0
50.0,0.0,1.1488592620154732,1.9075623055852144,1.8080489358551375,15.0
50.0,0.0,1.9780786593529271,7.864200350872464,24.596888420955274,15.0
50.0,0.0,0.8326303369941863,0.7925927522945377,3.2324828880770156,15.0
50.0,0.0,3.056697738651662,12.451716411737417,17.74844526525837,15.0
50.0,0.0,1.7727950245832989,3.922716481764771,3.329304010025386,15.0
50.0,0.0,2.3220732346313304,2.149428198214931,1.4997552468448463,15.0
50.0,0.0,1.102069737502323,2.169325872284108,10.342993610464656,15.0
50.0,0.0,2.1357705590943326,3.5563658237791502,1.8905784369441134,15.0
50.0,0.0,2.063290565588665,4.678839925917155,8.024889039401183,15.0
50.0,0.0,1.9356146074477991,4.074797028737761,7.335587464255391,15.0
50.0,0.0,3.8697497429953054,16.685713497973026,29.597676655346298,15.0
50.0,0.0,3.7813184752969904,20.402207527603622,68.90890987952854,15.0
50.0,0.0,3.8011606060832124,22.103298540734702,40.03912530180741,15.0
50.0,0.0,2.4593186918475594,7.27128608649085,27.78081317153683,15.0
50.0,0.0,3.4679541168475536,15.278502980012762,24.25210930005344,15.0
50.0,0.0,3.2960765006421675,13.673756914722695,45.82112805800056,15.0
50.0,0.0,1.951615139429341,3.0378612376132477,10.04049220447028,15.0
50.0,0.0,3.2903390131004664,8.34389888986502,3.8659825419103715,15.0
50.0,0.0,3.8124215749149437,12.979280037183903,14.351603906847338,15.0
50.0,0.0,1.2321808542416024,1.8186308673816618,2.0782118763187523,15.0
50.0,0.0,3.317931789764974,11.171596842276418,27.33441182855069,15.0
