n,delta,kappa,cp_gap,risk_gap,nc,cp_ols,cp_ridge,risk_ols,risk_ridge
50.0,0.0,3.148704453824863,0.3746518096149529,1.1893254603158523,12.0,9.066067637534847,8.691415827919894,5.193135323236876,4.003809862921024
50.0,1.0,0.8666891287664675,0.13446667221049058,-0.551971789211378,12.0,8.105383773337275,7.970917101126784,7.771717811569721,8.3236896007811
50.0,1.0,1.6445425356041914,-0.215521548163216,0.9661413547607491,12.0,5.18630525232263,5.401826800485846,3.4632168581950196,2.4970755034342704
50.0,0.0,10.80124095859205,1.2523547426138384,1.504345680291404,12.0,8.406465578025356,7.154110835411518,5.067936416183216,3.5635907358918124
50.0,1.0,0.837153227400418,0.1201392914017756,-0.2880870653903429,12.0,5.201534221860741,5.081394930458965,4.531844095914282,4.819931161304625
50.0,1.0,4.435616630810086,-0.7105060811507888,1.2005820263941613,12.0,4.485239837580097,5.195745918730886,5.424463088055357,4.223881061661196
50.0,1.0,1.5938588168685859,-0.2850350700201236,1.4815621063387843,12.0,4.915971151720442,5.201006221740566,6.078174563716001,4.5966124573772165
50.0,1.0,1.8975788617390028,0.2766606161406697,-0.3457390053434426,12.0,6.3589227940400885,6.082262177899419,3.03617460584767,3.381913611191113
50.0,0.0,9.444053761519097,1.3303207171320652,1.2285080388212126,12.0,7.552038632121087,6.221717914989021,8.236580266795444,7.008072227974232
50.0,0.0,7.615752595441829,2.14482851291187,2.3121863532028786,12.0,7.489796360997766,5.344967848085896,6.172710559672051,3.8605242064691727
50.0,0.0,1.203292437005216,-0.19227778975170295,-0.3733139213156993,12.0,4.871807691705819,5.064085481457522,3.3321808168245624,3.7054947381402616
50.0,0.0,5.7252453117236035,0.8815429858093955,0.293965493436839,12.0,6.382840836612682,5.501297850803287,4.068418670011039,3.7744531765742
50.0,1.0,10.133783756718737,0.9006482500385125,-0.07846413012670861,12.0,4.060664065397174,3.1600158153586615,1.1906604616002971,1.2691245917270058
50.0,0.0,2.9833894552965283,0.6477526805027614,1.09649731323264,12.0,5.17943060105103,4.531677920548269,5.331087321124872,4.234590007892232
50.0,0.0,7.805878450216571,1.2159139845903955,0.005669557860207952,12.0,6.92549313480248,5.709579150212084,5.0459531299495834,5.0402835720893755
50.0,1.0,9.868455311529008,-1.9928136286016018,0.2670590490429412,12.0,4.668026208942359,6.660839837543961,2.0758990007908484,1.8088399517479072
50.0,0.0,3.5606497370553396,0.5236508898519787,0.3761520499035953,12.0,5.115550900920317,4.591900011068338,5.989154250851495,5.6130022009479
50.0,0.0,3.6159411891897264,0.5374619436713459,0.6403668632664945,12.0,5.267810858476575,4.730348914805229,4.526802084831625,3.8864352215651308
50.0,1.0,5.193259201482794,1.1216028330127035,-0.5401672707604923,12.0,6.1167535527368555,4.995150719724152,1.1663489249092367,1.706516195669729
50.0,0.0,2.6308118533488383,0.4951845053925803,0.12325442862004454,12.0,4.8353539061359445,4.340169400743364,3.4293509026632782,3.3060964740432337
50.0,1.0,4.674990215858672,0.48896048471477016,-0.37805691765899674,12.0,7.72583551384233,7.236875029127559,4.992827611588863,5.37088452924786
50.0,1.0,0.12825487555460502,-0.022842830884962417,0.3925383444850832,12.0,5.931700193055281,5.954543023940244,4.9627985533203205,4.570260208835237
50.0,1.0,1.5151546138547565,-0.19238729519639008,0.23107726600613754,12.0,5.831951486912648,6.024338782109038,3.8924341558617783,3.661356889855641
50.0,0.0,0.41634011531947085,0.0331945220751928,0.558823383316017,12.0,4.499073593940516,4.465879071865324,2.455242468842832,1.8964190855268148
50.0,0.0,2.7638277120294252,-0.2537907057840254,-0.262687380465374,12.0,5.470680643934408,5.724471349718433,2.784949925037486,3.04763730550286
50.0,1.0,0.12228577775102821,-0.024727248330727924,1.216593486298608,12.0,5.880066200121727,5.904793448452455,5.548345970775849,4.331752484477241
50.0,1.0,1.7165338319679562,0.38372019495443954,-0.12400157685830404,12.0,6.710145883483613,6.326425688529174,2.638363694398182,2.762365271256486
50.0,0.0,5.195025999036409,0.9181813419895253,1.4812850860524092,12.0,4.830696256667152,3.912514914677627,2.9961910981053386,1.5149060120529294
50.0,1.0,1.8800138339532633,-0.3194839831865375,0.4156999709527871,12.0,4.545614952109899,4.8650989352964364,3.3241159697740468,2.9084159988212597
50.0,0.0,10.20009660058799,2.225452140981364,0.038975282509476905,12.0,6.148191844602978,3.9227397036216143,3.921338069766095,3.882362787256618
