n,delta,kappa,cp_gap,risk_gap,nc,cp_ols,cp_ridge,risk_ols,risk_ridge
50.0,0.0,4.582785055452595,0.8715449514342435,1.65177060543108,12.0,7.762639420955514,6.891094469521271,5.258756125568095,3.6069855201370147
50.0,0.0,1.0348891599593246,0.14561921780194798,1.567645917795557,12.0,6.247168719620966,6.101549501819018,5.281108474185058,3.713462556389501
50.0,1.0,5.168588437939236,-0.8179133109624432,0.49472620372802045,12.0,3.599201017325548,4.417114328287991,1.5655904939776881,1.0708642902496677
50.0,0.0,5.762053434633519,0.8885059124215902,0.9907599012784667,12.0,5.735302454411041,4.846796541989451,3.9277316220030323,2.9369717207245656
50.0,0.0,2.7129613530331644,0.7302546696543084,1.3612030960491324,12.0,7.705783380714361,6.975528711060052,2.7829229729220955,1.421719876872963
50.0,0.0,0.9510548338370274,-0.08497158133475402,-0.16230559845690617,12.0,5.287983539651923,5.372955120986677,2.488456151974893,2.650761750431799
50.0,0.0,10.03417286047988,1.6958703884926898,0.5478315208580296,12.0,7.055461569840454,5.359591181347764,3.180981353216747,2.6331498323587175
50.0,0.0,5.067964532746349,0.5645461396931006,1.394252470048929,12.0,5.275650203837659,4.711104064144559,4.0866202004773635,2.6923677304284346
50.0,0.0,6.567450937509697,-0.8550072809992684,-0.5200283876826761,12.0,2.8141092462298656,3.669116527229134,0.9057167991268349,1.425745186809511
50.0,0.0,2.9824435973760046,0.5506315750205859,2.0661293478345057,12.0,5.754808688944072,5.204177113923486,5.981800216755347,3.915670868920841
50.0,0.0,5.820886504082911,0.8601550347153193,0.43150603241944596,12.0,7.162839992866459,6.30268495815114,2.7849826011860572,2.3534765687666113
50.0,1.0,6.772311772999756,-0.6200294040258836,0.5409061237330324,12.0,5.508621561625943,6.128650965651826,2.841783124697814,2.3008770009647814
50.0,0.0,5.481420950731738,1.0832297539609042,0.300175997444327,12.0,4.465686185981723,3.382456432020819,4.205285652959767,3.90510965551544
50.0,1.0,4.529472656135953,1.3479134332381477,-0.5733007738806548,12.0,6.393486236835137,5.045572803596989,3.217847399011234,3.791148172891889
50.0,1.0,6.854079429893122,1.9904379294084427,-0.009073851211658823,12.0,9.227161741465105,7.236723812056662,3.0156614875379115,3.0247353387495703
50.0,1.0,1.9350532127093296,-0.22106594420352055,0.06223726252789685,12.0,3.631842162396687,3.8529081066002075,2.6613536240287154,2.5991163615008186
50.0,0.0,4.194527364050518,1.0892415517208622,0.5304076774960038,12.0,6.466578257070264,5.377336705349402,1.5379047577187739,1.00749708022277
50.0,0.0,0.7477600522039309,0.3723808265398869,3.5621568411370244,12.0,8.140729160943202,7.768348334403315,7.2658009721732455,3.703644131036221
50.0,1.0,0.7492634956129278,-0.17939440441638865,0.14221523682336246,12.0,7.446966034364044,7.6263604387804325,2.552524231016143,2.4103089941927807
50.0,0.0,10.908336681029084,2.2657852519641155,2.583582565267977,12.0,6.28778299696181,4.0219977449976945,5.4262466611186335,2.8426640958506564
50.0,1.0,1.6836292357708909,0.14298471967842552,-0.28160134233012224,12.0,3.477987137877643,3.3350024181992173,3.5155784982090448,3.797179840539167
50.0,0.0,5.236854090199858,0.5503312461398266,1.3064726258082944,12.0,4.673723904169807,4.123392658029981,3.743882197758907,2.437409571950613
50.0,0.0,10.371400100219546,2.053477940576689,1.332717365263305,12.0,5.831322116436863,3.777844175860174,5.09683005054288,3.7641126852795748
50.0,0.0,4.723356659230311,0.5986573752778828,0.8696384824040215,12.0,7.01782878089689,6.419171405619007,2.6753452332914907,1.8057067508874691
50.0,0.0,7.603833889155028,1.1327928592619818,0.01815045620614164,12.0,6.189800727951082,5.0570078686891,4.0454338326360455,4.027283376429904
50.0,0.0,1.2983690783933681,0.24201937247267669,0.6337082770497706,12.0,6.459316782685881,6.217297410213204,3.9327259216188164,3.299017644569046
50.0,0.0,1.214639618770603,0.3396073096926635,0.5918317826728692,12.0,4.611804871839315,4.272197562146651,2.8547173290777264,2.262885546404857
50.0,0.0,1.1632394108615134,0.17815136242475482,0.2855681691721266,12.0,4.707792718685648,4.5296413562608935,4.342346925893922,4.056778756721795
50.0,1.0,0.2140177388763409,0.027659191690521112,-0.13107505730733315,12.0,3.896782463784017,3.869123272093496,4.396435154598765,4.527510211906098
50.0,0.0,6.4532591533866315,1.145302353591239,0.4625614202235866,12.0,4.121313770927885,2.976011417336646,2.577226493985235,2.1146650737616484
100.0,0.0,20.124701285966847,19.946538566587414,44.45452489574519,25.0,23.771164604128767,3.8246260375413526,46.09266423390688,1.6381393381616953
100.0,0.0,14.417515643223835,25.975062440833135,87.95530456582584,25.0,29.83736376475954,3.862301323926405,89.71675215256064,1.7614475867348012
100.0,0.0,13.643106150983122,13.686884237559847,21.832265295589483,25.0,18.82847453103051,5.141590293470662,24.438352155350024,2.606086859760542
100.0,0.0,15.916356689376745,19.783120735802886,68.08199905521882,25.0,24.350134401825315,4.567013666022429,70.73520455216949,2.6532054969506738
100.0,0.0,14.35565260110958,5.731859059335617,3.892821247674943,25.0,9.959940566415392,4.228081507079775,5.931071904581635,2.038250656906692
100.0,0.0,16.85933442355515,10.483123362693961,21.24261929864361,25.0,14.739014121897176,4.255890759203215,23.770140237555243,2.5275209389116338
100.0,0.0,16.243995049868815,9.469930306213158,19.223136328339564,25.0,14.140613327032149,4.670683020818992,22.616019631004846,3.392883302665284
100.0,0.0,20.053644407600395,15.451076408748968,22.117730783484095,25.0,20.149513527343387,4.698437118594419,25.3443342002201,3.2266034167360056
100.0,0.0,15.555731096881173,11.994879550140688,29.12497077409011,25.0,17.35076193238378,5.355882382243092,31.550773508173346,2.4258027340832387
100.0,0.0,19.56762879103273,24.0986667659994,59.18196387329928,25.0,29.05494020782345,4.956273441824048,62.17643791223969,2.994474038940412
100.0,0.0,13.826311992789233,12.975760395893179,56.89564220292166,25.0,17.69735194831416,4.721591552420982,58.61316080021257,1.717518597290915
100.0,0.0,14.556969652419696,3.6106499448092144,3.7344646224175753,25.0,8.221405703521713,4.610755758712498,6.44207097349448,2.7076063510769046
100.0,0.0,15.500109248565446,20.421746560068954,109.86740149532802,25.0,24.622360049953308,4.200613489884354,112.15442480290604,2.2870233075780155
100.0,0.0,11.42144289341785,9.269659000520319,11.74945088618276,25.0,15.025823572379728,5.75616457185941,14.24415444325445,2.4947035570716896
100.0,0.0,19.887840834313206,17.27529880483698,62.514746679895225,25.0,22.200971457356953,4.925672652519973,65.50853511269304,2.9937884327978175
100.0,0.0,16.684269795573655,21.09590430414246,64.00905012092083,25.0,27.266458840067877,6.170554535925416,66.13531502601471,2.1262649050938696
100.0,0.0,18.238339039993807,11.72736469310188,20.74192536567344,25.0,16.59181707076441,4.864452377662531,23.452236691596205,2.7103113259227687
100.0,0.0,19.105293845099357,13.18409681818547,29.016527899120945,25.0,18.598117722828196,5.414020904642726,30.92246996028514,1.9059420611641962
100.0,0.0,22.75325104435728,28.707262606107133,144.53406197915808,25.0,34.42291180208575,5.715649195978618,147.13738201607856,2.603320036920477
100.0,0.0,12.102910122456356,10.411453217487942,43.26810578123892,25.0,15.16919880093754,4.757745583449599,46.2267367646818,2.958630983442881
100.0,0.0,15.86370488359643,14.711395883340336,36.62099669901655,25.0,20.869408705671017,6.158012822330681,39.359502641147195,2.7385059421306432
100.0,0.0,21.61458664983238,15.7370375150312,31.326256755190066,25.0,20.16316082411682,4.426123309085617,33.57010717889629,2.243850423706226
100.0,0.0,12.065767957560253,60.79249063253065,808.5254804097921,25.0,66.75650172416194,5.964011091631282,811.3574369107596,2.8319565009675642
100.0,0.0,13.167317491862308,9.305324348557916,28.98047801468597,25.0,16.239838164911422,6.9345138163535065,31.890088836951755,2.9096108222657824
100.0,0.0,11.163168118318207,3.160946955838424,4.295631796685637,25.0,6.423298040766121,3.262351084927697,5.55734980168275,1.2617180049971133
100.0,0.0,19.79197640409683,22.080728802089745,39.73690261908559,25.0,26.38584668394752,4.305117881857775,43.168661456815464,3.431758837729876
100.0,0.0,20.582705230719714,54.99319392742156,165.44387427720855,25.0,59.95437127279037,4.961177345368809,166.99145490462212,1.5475806274135624
100.0,0.0,21.90898614347258,54.15972825713889,335.46353507081,25.0,59.0592553988414,4.8995271417025155,339.3050639152433,3.8415288444332867
100.0,0.0,15.74336195703241,12.064292234669395,59.69691832591309,25.0,17.7405807841519,5.676288549482504,63.84612719152694,4.149208865613847
100.0,0.0,9.687612091256943,6.275205322147319,9.512660578168997,25.0,10.903698384114247,4.628493061966927,12.175258552817839,2.6625979746488406
100.0,0.0,14.021661598174562,54.60249054225296,340.8111080265016,25.0,58.83555591343392,4.233065371180966,342.15542502720484,1.3443170007032503
100.0,0.0,17.356087779226595,8.284190510778291,30.26584765290694,25.0,13.718931789727595,5.434741278949303,32.38225634046572,2.1164086875587858
100.0,0.0,17.450930266745743,10.727502705319868,29.000042028375383,25.0,15.908247270641692,5.180744565321824,30.510844270505064,1.5108022421296812
100.0,0.0,20.24054005554846,62.64610861691239,486.8848371912564,25.0,68.41886107652583,5.772752459613438,490.5121629191485,3.6273257278921425
100.0,0.0,16.06744084880548,10.588335148305742,28.73458733261147,25.0,14.132275565530426,3.543940417224684,29.72652536409969,0.9919380314882196
100.0,0.0,20.750593108743043,29.662843219638315,124.72649603284566,25.0,34.194618895697054,4.531775676058738,126.56320846618375,1.8367124333380962
100.0,0.0,14.062240278962541,7.175516253647238,14.484456412336272,25.0,12.312283682061715,5.136767428414476,17.38545941220128,2.9010029998650064
100.0,0.0,15.710227507285165,27.22113417189134,178.28115276544636,25.0,31.635638044634533,4.414503872743192,180.133649858904,1.8524970934576326
100.0,0.0,12.795377129144729,8.953271826793024,45.10750785636502,25.0,13.796759280948086,4.843487454155061,46.24687189447055,1.1393640381055317
100.0,0.0,17.521364098803556,14.476727209937188,28.63194096239627,25.0,18.38611455367129,3.909387343734104,30.853725100666416,2.221784138270146
100.0,0.0,17.92906428892834,27.277768683236353,136.17972166505072,25.0,30.64639580395446,3.3686271207181058,139.83835261119083,3.6586309461401085
100.0,0.0,16.749119874448247,9.919022101531725,27.744829688537838,25.0,13.47301018571863,3.5539880841869054,29.043283052508077,1.29845336397024
100.0,0.0,11.421647100493914,2.5392604999379262,2.0931688178348398,25.0,7.891861976003955,5.352601476066028,4.215406362966522,2.1222375451316826
100.0,0.0,18.160623472059473,17.674870646501567,19.29850167527819,25.0,24.81086200269708,7.135991356195513,22.350001300383443,3.051499625105255
100.0,0.0,18.060888261134426,35.88660502474326,148.48331646731995,25.0,41.576863506912275,5.6902584821690105,150.65338360337125,2.1700671360513146
100.0,0.0,23.66737623982707,46.50102660284106,86.51126110642484,25.0,52.269202829745154,5.768176226904099,88.50315445944139,1.991893353016545
100.0,0.0,16.610291344658,20.981397782280524,43.3620092875439,25.0,25.383656092472645,4.4022583101921215,45.94624931790028,2.584240030356384
100.0,0.0,17.863761138625456,11.02480148286821,12.502454055287266,25.0,15.502816257454288,4.478014774586079,14.367774541143842,1.8653204858565753
100.0,0.0,17.99387052958101,24.617075036375763,66.36779047684556,25.0,29.67027990519739,5.053204868821628,68.30537230110939,1.9375818242638239
100.0,0.0,16.607037762376283,18.18014212602535,81.15894392361244,25.0,23.54806750111914,5.367925375093789,84.20139913293187,3.0424552093194337
100.0,0.0,20.72096613933601,16.613703409838045,27.751900569006366,25.0,23.53098746615821,6.917284056320162,30.519500056377456,2.76759948737109
100.0,0.0,15.54569920851564,7.703597144279555,14.086212140069227,25.0,14.644808988763147,6.941211844483592,16.260870652811,2.174658512741774
100.0,0.0,15.246851202886667,9.00723261658279,20.403384242827464,25.0,14.469222981691713,5.461990365108922,23.917631466572747,3.514247223745283
100.0,0.0,19.503310928299992,32.98050125145438,145.6789109654772,25.0,38.31842700888211,5.337925757427731,147.9569864201881,2.2780754547108955
100.0,0.0,16.247741237275797,10.912677157602108,34.44357199755798,25.0,14.898081144242067,3.985403986639959,37.54983872432819,3.1062667267702078
100.0,0.0,18.222971620399377,16.9726721969741,44.741408031008085,25.0,22.183779871146097,5.211107674171998,48.38504683686362,3.6436388058555353
100.0,0.0,17.829166064499944,25.52404929143308,114.69426797408286,25.0,29.455724129363105,3.931674837930027,117.88655777693727,3.1922898028544044
100.0,0.0,18.982528645462367,16.711588606736612,15.951724448058652,25.0,20.445665433329133,3.7340768265925197,17.857704567573354,1.9059801195147008
100.0,0.0,21.13425675257656,38.45722907033432,434.6302719715298,25.0,44.14471036917622,5.687481298841893,436.3946423340812,1.7643703625513936
100.0,0.0,7.751970453521664,4.5418734239748355,13.026655109974936,25.0,8.823661902970107,4.281788478995272,15.99562334771859,2.968968237743655
100.0,0.0,22.0275842207527,60.95317052952985,772.985848595797,25.0,65.24477600241077,4.291605472880927,775.3531518951017,2.3673032993046768
100.0,0.0,18.818587962367154,28.488110839583797,105.37893278402238,25.0,33.98639650147098,5.498285661887182,107.70316659281309,2.3242338087907064
100.0,0.0,16.23940871212013,24.19328860048013,107.04069518115772,25.0,29.030800686132082,4.837512085651952,109.76712824130114,2.7264330601434246
100.0,0.0,13.066558916337463,9.57112545672622,42.58249464464623,25.0,15.410654424886859,5.839528968160639,46.87816284066742,4.295668196021186
100.0,0.0,19.561028185438666,14.51051963497344,24.701213124872368,25.0,17.213161202255883,2.702641567282443,27.443650816814646,2.742437691942277
100.0,0.0,5.50034832477035,3.1211680144540983,12.293977170426508,25.0,8.764881588707343,5.643713574253245,14.91676135362183,2.6227841831953214
100.0,0.0,12.850536532606824,13.69688512056993,31.545736388657286,25.0,19.27518128100873,5.578296160438802,34.999330074276244,3.4535936856189595
100.0,0.0,9.952523036071012,4.032666662362887,4.06523218349246,25.0,9.889937661255072,5.857270998892185,6.342587493773758,2.2773553102812976
100.0,0.0,12.907344381523707,17.04544204864171,44.0447880184559,25.0,22.049084688887355,5.003642640245644,47.67650349216896,3.6317154737130632
100.0,0.0,20.91646685681767,31.908990130017234,139.55816489765937,25.0,36.58363134771912,4.674641217701887,141.4764672397963,1.91830234213693
100.0,0.0,19.12747111305451,13.188936401982996,26.45037598428783,25.0,17.93931651496247,4.750380112979475,28.80123477746522,2.350858793177389
100.0,0.0,18.573582374351332,17.215863534688435,64.39587747256861,25.0,22.70104233128866,5.485178796600228,66.82430699459606,2.4284295220274448
100.0,0.0,15.040827710127024,6.7958023557709195,11.098905717844294,25.0,11.565973323072097,4.770170967301177,13.619340015796109,2.5204342979518137
100.0,0.0,17.807863323709206,11.035111314321899,17.107506019595725,25.0,15.2270065337332,4.191895219411301,19.685502236218856,2.577996216623129
100.0,0.0,18.280763371474094,16.539690953479415,45.04328820354668,25.0,21.727141790219314,5.187450836739901,47.06567002294471,2.0223818193980305
100.0,0.0,9.249547334427135,3.5003481497810673,9.108782278217726,25.0,8.545571552639776,5.045223402858709,12.660470972941162,3.5516886947234365
100.0,0.0,21.575804712152248,45.02393085341354,218.41408098185482,25.0,51.05473760415842,6.030806750744881,221.06062024144907,2.6465392595942534
100.0,0.0,20.522339766542277,35.68036042814392,236.51583445754014,25.0,40.650553785535294,4.970193357391374,238.2521226591746,1.7362882016344772
100.0,0.0,16.460067649639235,10.644304413761397,21.265945761531075,25.0,15.532141829117393,4.887837415355995,23.48659120051584,2.2206454389847634
100.0,0.0,17.156618303795433,10.5442630109927,14.4190051451805,25.0,15.578183551849937,5.033920540857238,17.416265198308626,2.9972600531281244
100.0,0.0,12.019230876156222,3.4430109569904035,7.3239743952149325,25.0,8.37115405464516,4.928143097654757,9.222684538543572,1.8987101433286395
100.0,0.0,16.07330380389444,11.977313216057535,23.6434010769567,25.0,16.273382865320166,4.29606964926263,25.84519134279158,2.201790265834882
100.0,0.0,7.407701236759278,2.3459650430879666,4.108103659318051,25.0,5.992379643111718,3.6464146000237516,6.613088313405714,2.5049846540876635
100.0,0.0,11.414445182549015,9.344486831856198,16.08304827264245,25.0,15.17186882047135,5.827381988615152,20.019392606630767,3.9363443339883157
100.0,0.0,17.852597773360568,8.83370941540025,14.35713724806018,25.0,12.356131927751628,3.5224225123513784,17.057558116763943,2.7004208687037634
100.0,0.0,20.752076359444885,333.2623655295069,10050.11307243858,25.0,337.54717443139396,4.284808901887051,10053.821219106954,3.708146668374856
100.0,0.0,15.882485553972524,31.05530145739505,277.87430602680047,25.0,36.968995784351726,5.913694326956677,279.3496451173212,1.4753390905207018
100.0,0.0,22.79623088736455,35.206978025676484,88.27281639470075,25.0,40.21857756461865,5.011599538942162,89.95408711622011,1.6812707215193512
100.0,0.0,19.20566986164721,44.073917107602064,92.27317117594079,25.0,48.47920113847187,4.405284030869808,95.11625196495417,2.8430807890133862
100.0,0.0,22.485258550902604,29.21581051613853,93.4867754244215,25.0,34.88133755291473,5.665527036776202,95.44567425711877,1.9588988326972785
100.0,0.0,8.526372205243796,3.9820402116962015,7.221561131502312,25.0,8.593716674577779,4.611676462881578,8.867577289699899,1.646016158197587
100.0,0.0,9.004094307743298,4.108279617343864,5.7432136056805785,25.0,8.814865920608371,4.706586303264507,7.8835037614885035,2.1402901558079255
100.0,0.0,18.386853726122226,16.51644834650956,30.76522959196031,25.0,21.90876154372738,5.392313197217821,32.37537227617555,1.6101426842152378
100.0,0.0,18.683652060114326,23.395074204187047,114.65104615322433,25.0,28.377952503167332,4.982878298980286,116.42249696615058,1.7714508129262443
100.0,0.0,22.232031763526713,39.397700230947855,176.46988107975307,25.0,43.03215105032074,3.634450819372889,179.07426266617907,2.60438158642601
100.0,0.0,11.873024800165284,5.6996890338060195,11.279264223328866,25.0,11.434903078013267,5.735214044207248,13.859046428243435,2.5797822049145687
100.0,0.0,17.792134713075455,17.713221246219387,58.296583386327036,25.0,22.77669250570613,5.063471259486743,61.344973864400416,3.0483904780733786
100.0,0.0,25.43209854073143,98.31330307927394,1714.5456338896297,25.0,103.3553863677667,5.042083288492761,1716.007230905374,1.4615970157442697
100.0,0.0,10.158495796252733,4.718570936440301,5.3835676515847775,25.0,10.380409835549205,5.661838899108904,7.810681437964393,2.427113786379616
100.0,0.0,20.755650111637745,45.84467973033442,168.54571822034598,25.0,51.65491905238771,5.8102393220532935,170.94054551182933,2.394827291483345
100.0,0.0,18.736243147325695,41.84935213666646,139.6055945554069,25.0,46.363460360763966,4.5141082240975035,141.74069763197576,2.135103076568864
100.0,0.0,17.18282332188863,15.270038593588922,22.42144953721395,25.0,21.086672811537632,5.816634217948711,25.032010916801354,2.610561379587407
100.0,0.0,16.24875798867903,7.376437280213262,15.815040165727648,25.0,11.523163501098695,4.146726220885434,18.762927798360863,2.947887632633214
100.0,0.0,14.431170036333757,15.32285883095162,66.14809359591719,25.0,20.796036305347638,5.473177474396018,68.74778422957466,2.5996906336574717
100.0,0.0,7.2924957363817455,3.8485026935034368,10.960993226351206,25.0,9.69838105577017,5.849878362266733,13.21553144748986,2.2545382211386533
100.0,0.0,15.464449389528529,8.52731866783212,13.750070683931213,25.0,13.015544851916262,4.4882261840841435,15.107799994226035,1.3577293102948216
100.0,0.0,18.130189805684715,15.329832936230755,18.106652321636876,25.0,20.611875664608405,5.28204272837765,22.412672382459796,4.30602006082292
100.0,0.0,12.80637736388343,6.33309267020235,16.964492439356622,25.0,11.205241227252486,4.872148557050136,19.422826369469618,2.458333930112995
100.0,0.0,19.396950007920616,21.940757197393694,98.04217813715238,25.0,26.39518421960255,4.454427022208856,100.17842925770576,2.1362511205533865
100.0,0.0,10.904316324117334,7.609753330285969,18.211448261438946,25.0,11.616022195809954,4.006268865523985,21.407724960504005,3.1962766990650606
100.0,0.0,18.051787681228245,10.681870088501494,31.568837032353567,25.0,14.81518789943797,4.133317810936476,32.952414033153076,1.38357700079951
100.0,0.0,17.272009609716118,12.077725642236189,11.694244465020102,25.0,16.12739897677437,4.0496733345381815,13.871946542716932,2.1777020776968303
100.0,0.0,15.031683860276155,12.701747810627335,33.368730818171876,25.0,18.0487320174522,5.346984206824864,35.29402904457073,1.9252982263988516
100.0,0.0,17.55669117827561,16.882947460088364,87.28393202774778,25.0,22.977674074983973,6.0947266148956105,89.07367652434905,1.7897444966012785
100.0,0.0,12.337797917352207,16.94821679914928,119.10535694257997,25.0,22.277882904676773,5.329666105527492,120.70506192369676,1.59970498111678
100.0,0.0,15.103148851516915,24.460335808503384,94.42328309757666,25.0,28.299642914498524,3.8393071059951396,98.20238605019948,3.779102952622823
100.0,0.0,19.991120159741968,40.98245006094702,439.9561572332835,25.0,47.937358866869445,6.954908805922424,441.64587138105094,1.689714147767478
100.0,0.0,8.487321219578257,6.428217103496567,27.769882655265285,25.0,12.081970320932118,5.653753217435551,30.718816300557183,2.9489336452918997
100.0,0.0,5.513686894152416,1.6673662735115888,4.499667902210076,25.0,6.869340763450316,5.201974489938727,6.840782841489169,2.341114939279093
100.0,0.0,18.229718761898553,25.39052087144777,135.10874775273388,25.0,30.69771799925641,5.307197127808644,136.53681956764152,1.4280718149076301
100.0,0.0,12.768710937489585,13.32917351119464,38.89541234294765,25.0,19.60993891907278,6.28076540787814,41.78868163442322,2.8932692914755656
100.0,0.0,17.19629939413243,9.920025493118551,23.90812642201629,25.0,14.461127996063205,4.541102502944653,26.140354109879123,2.232227687862831
100.0,0.0,16.99478481729144,11.5809790101593,23.894561528452773,25.0,16.955495467191938,5.3745164570326365,26.124336312933696,2.229774784480923
100.0,0.0,18.101087529189755,17.200784448445834,104.94700774643788,25.0,23.126052087912182,5.925267639466347,106.81786304605059,1.8708552996127126
100.0,0.0,15.882686157385217,23.641431153949345,123.42396129135035,25.0,28.913580965591947,5.2721498116426035,124.92938289164654,1.5054216002961816
100.0,0.0,13.799333975707436,7.689500247131034,21.6975453719989,25.0,13.024667094081702,5.335166846950668,24.890084036546785,3.1925386645478864
100.0,0.0,20.52024199142631,49.600460290779544,378.3944533342009,25.0,55.696187253499474,6.095726962719931,380.6179877898185,2.2235344556176333
100.0,0.0,3.5355385001162167,0.6802373912300395,1.35579995610163,25.0,6.161680893214629,5.4814435019845895,4.405446706405889,3.049646750304259
100.0,0.0,16.235391700023893,6.8231019272951,3.523672020128714,25.0,12.338309233671303,5.515207306376204,5.846165036316981,2.3224930161882664
100.0,0.0,16.45208281965318,19.26405831807858,41.71037349373834,25.0,24.09845615405134,4.834397835972763,44.02374366345427,2.313370169715929
100.0,0.0,10.833790202796509,3.5070442399742485,3.021147240432346,25.0,7.334261577836604,3.8272173378623555,6.312702828900426,3.2915555884680803
100.0,0.0,17.072154944396523,16.185175444448852,82.86251578056257,25.0,20.74280080793711,4.557625363488257,84.08724643827243,1.2247306577098522
100.0,0.0,21.1386857912669,28.608638891191255,77.07175646276937,25.0,32.638140780143814,4.029501888952559,79.59892708645334,2.5271706236839755
100.0,0.0,16.84131613851199,13.817846451305982,32.69066588875442,25.0,19.32460444143888,5.506757990132898,34.84686060625225,2.1561947174978338
100.0,0.0,9.945098937457683,5.741080156379194,8.475255368850704,25.0,11.289412698923332,5.548332542544138,9.591979225090917,1.1167238562402135
100.0,0.0,16.812758793116807,28.807242358350923,86.26396686360202,25.0,31.818892185194496,3.0116498268435725,88.38234090074522,2.1183740371432034
100.0,0.0,17.63553397206462,18.987321914482735,84.91331957583235,25.0,24.58144673064178,5.594124816159043,86.96853163585783,2.055212060025476
100.0,0.0,11.34930648354956,4.818297653496585,11.825142857130427,25.0,10.769400191984957,5.951102538488372,13.918966815365911,2.093823958235485
100.0,0.0,15.627981138045193,19.063928736428586,49.91312033914092,25.0,24.20725985971376,5.143331123285173,52.03235395296395,2.1192336138230377
100.0,0.0,18.293688917424838,20.23632755970633,100.14459851889362,25.0,25.77179686024481,5.535469300538481,101.82031146840166,1.6757129495080443
100.0,0.0,16.234123303647827,12.305158277285502,21.679001251594848,25.0,19.270947154493722,6.965788877208221,24.088535975992432,2.4095347243975827
100.0,0.0,14.00362837753065,11.179202882954012,72.40670019164021,25.0,16.43189218148811,5.252689298534097,75.3975555520534,2.9908553604131964
100.0,0.0,17.37053621440014,6.953503564069276,9.74821766388313,25.0,10.356603922269949,3.4031003582006734,12.356273459197626,2.608055795314495
100.0,0.0,19.94334301197867,42.664554909977774,89.83495212992477,25.0,47.84051863662927,5.175963726651498,92.01554943290486,2.1805973029800954
100.0,0.0,20.70676755187798,19.475914039606984,55.84329478933571,25.0,26.066715416849924,6.59080137724294,57.95505560856422,2.1117608192285133
100.0,0.0,21.207976585685774,38.81635874577515,156.8372206221662,25.0,43.60491400798678,4.788555262211627,158.83941621952872,2.0021955973625127
100.0,0.0,21.1240955871838,31.725839647395773,224.42593651071692,25.0,36.79988848502042,5.074048837624643,225.90828796338366,1.482351452666747
100.0,0.0,15.446842731740873,9.303856854756408,15.674728690428477,25.0,12.758435739157742,3.4545788844013345,20.310862296482195,4.6361336060537175
100.0,0.0,13.637297027810034,9.608763477704935,44.924473547049644,25.0,15.841961588283013,6.233198110578078,47.53773358507766,2.613260038028013
100.0,0.0,15.471696139934995,9.20043290065389,8.871944214727742,25.0,15.222683546748154,6.022250646094263,12.117702317169979,3.245758102442236
100.0,0.0,21.174125330015546,45.2708975243256,244.99917486833942,25.0,49.10336321106573,3.8324656867401266,247.93172600025005,2.9325511319106177
100.0,0.0,16.633133535439935,9.527225632743209,27.517551684802616,25.0,13.506891254988806,3.979665622245598,29.084722694135312,1.5671710093326958
100.0,0.0,20.96884750335111,13.442011638095979,29.298407884291798,25.0,16.83650235119879,3.3944907131028095,33.018597802698395,3.720189918406596
100.0,0.0,19.92208443956935,24.21075299624915,69.7589156941004,25.0,31.11952837643411,6.908775380184962,73.85932946157818,4.1004137674777885
100.0,0.0,18.3196653273661,16.567607025111826,34.288499889946074,25.0,20.689856233477833,4.122249208366006,36.28454401624469,1.9960441262986148
100.0,0.0,22.16963330213171,76.31314102122523,455.37795915242685,25.0,80.3732750665077,4.060134045282461,457.7894596066936,2.4115004542667444
100.0,0.0,12.588693619513519,6.325582872803983,12.013431435949576,25.0,11.463636276633727,5.138053403829744,14.053125828515851,2.039694392566275
100.0,0.0,17.30658037066229,14.694349626813544,11.646264272854179,25.0,18.412885689960152,3.718536063146608,13.332756985331073,1.6864927124768951
100.0,0.0,18.43727144184605,9.973959093395155,32.40246201457572,25.0,15.099864702769276,5.1259056093741195,34.678235663613194,2.275773649037472
100.0,0.0,18.772924329860434,10.87120679106019,5.430994704399401,25.0,14.379514516581786,3.5083077255215955,8.19656731829868,2.765572613899278
100.0,0.0,15.912329331530163,7.217937087302774,15.042444095251751,25.0,11.955875942754227,4.737938855451453,18.110890999536274,3.0684469042845226
100.0,0.0,18.983864818340695,17.820275789881105,28.820214066165445,25.0,21.57135963366959,3.7510838437884857,30.956891062230543,2.136676996065099
100.0,0.0,22.118643142501153,92.83726682838989,668.0965963624874,25.0,98.86910900716113,6.031842178771242,670.3656566336408,2.2690602711533705
100.0,0.0,17.42658838912972,11.995246884591705,24.97234054138963,25.0,15.804228787714816,3.8089819031231116,26.847141839965765,1.8748012985761346
100.0,0.0,13.329382664157619,5.549549729398044,7.270414773975865,25.0,10.504930405046498,4.9553806756484535,11.719689960696893,4.449275186721028
100.0,0.0,15.579702681263539,7.90545829659938,10.429081473797766,25.0,11.536237442028716,3.6307791454293357,12.446753819140682,2.017672345342917
100.0,0.0,10.525441534445502,5.477794781078442,13.12368327105781,25.0,11.483960183654762,6.00616540257632,14.735386679989377,1.6117034089315667
100.0,0.0,14.225760194600378,5.715652267204677,5.823356421396719,25.0,10.96444022605223,5.248787958847553,7.658535631839625,1.8351792104429063
100.0,0.0,17.315610188054993,13.58419768969788,42.53367442696996,25.0,20.203815419454767,6.619617729756885,45.6797594240958,3.1460849971258424
100.0,0.0,14.420475965356292,7.947300506531671,9.871026122106354,25.0,13.47220090926519,5.524900402733519,12.69636852474005,2.825342402633697
100.0,0.0,14.452905962983197,12.34474436665952,27.068609743892402,25.0,18.528063877082904,6.1833195104233845,29.25390845787124,2.1852987139788365
