dataset,n,delta,kappa,cp_gap,risk_gap,nc
housing,500,0,3.5860891472957803,0.02278561627555553,0.03459794343655964,125
housing,500,1,0.7942026075541941,-0.002384424128266449,0.00025780685426807226,125
housing,500,0,2.9791944587450607,0.050480399245401264,0.012108569589526663,125
housing,500,1,0.42768605871629534,-0.009770951494031177,0.0030289062561719704,125
housing,500,1,4.578332361138018,-0.013514831668785199,0.001432321158245986,125
housing,500,1,1.792926396644214,0.007067412021880992,-0.0007818718324542062,125
housing,500,1,1.3861766477122974,-0.0023394963198897223,0.0005547898791805894,125
housing,500,1,0.7546438341541742,-0.002699146240869199,0.002570098305112567,125
housing,500,0,2.528048334779524,-0.0021730498244529883,-0.0001507811172777318,125
housing,500,0,4.087234119792491,0.0106431729996741,0.0024694881528545265,125
housing,500,1,2.4952404259975793,-0.002767790043747498,0.01947584134102126,125
housing,500,1,0.6573831033243227,-0.0006653079929557215,3.212960606019388e-05,125
housing,500,0,8.29540671036615,0.01860202233524144,0.004173352539154629,125
housing,500,0,0.7006413020501276,0.04478196472252982,0.005010226702177323,125
housing,500,1,0.47907938019325225,-0.003366684191140612,0.0194036309711052,125
housing,500,0,4.294534205944881,-0.004195192408863679,-0.0001352335628802548,125
housing,500,1,0.9795157654355079,-0.0026900907204261415,0.002308629333630241,125
housing,500,0,2.697678788281097,0.00666025070399634,0.010137005779404074,125
housing,500,0,0.6980618662642715,-0.0011782379635285611,-0.00035550503911102593,125
housing,500,1,16.58917593306187,-0.0404170515286455,0.008720401352462659,125
housing,500,1,0.7819884315534839,-0.0009059061816543146,0.022749014901309317,125
housing,500,0,1.632512229861648,0.004243177352955874,0.009425449802618113,125
housing,500,0,3.313298711573033,0.007873107716498629,0.00041664367318300366,125
housing,500,0,3.53589563196304,0.02060812960008862,0.024980970288690063,125
housing,500,1,2.0183512888032276,0.0022643134483515404,-0.00035721838015689844,125
housing,500,0,1.2254359108260435,0.002675775479400899,0.0013203228555649094,125
housing,500,1,2.7849640260866195,-0.002636625096415157,0.00025365407270161455,125
housing,500,1,0.7940288774040589,-0.014207564333110989,0.013114329764988386,125
housing,500,0,3.089484897285413,-0.017545705378239962,-0.00012808643898121197,125
housing,500,1,1.620898505354852,0.050532387058342065,-0.01815469855202545,125
housing,500,1,1.4898043344974676,0.0030432276186855844,-0.0007755472526543294,125
housing,500,1,1.7448332668039355,-0.004164625702919533,0.0007531944513105016,125
housing,500,0,1.315237230072884,0.024155840112244364,0.029003232859056927,125
housing,500,1,2.5360320502595286,-0.004060750338942487,2.4016501273899094e-05,125
housing,500,0,8.037350751003661,-0.01926467520774211,-0.00034525873992641287,125
housing,500,0,0.3740913669353569,0.003963118750587302,2.578340538447743e-05,125
housing,500,1,0.7781085721641593,-0.009719462854673067,0.0023878456054358677,125
housing,500,0,4.0006924058100335,0.016286941038141656,0.06935677994839151,125
housing,500,0,2.279631651659083,0.010743146571029039,0.0009098834808759504,125
housing,500,1,1.3992581834033055,0.003973793449260077,-0.0024768648480027466,125
housing,500,0,2.694701814519973,-0.005504193738508079,-0.00039815613569385566,125
housing,500,1,2.803733236794777,0.002929604527857066,-0.00098252325943754,125
housing,500,0,0.4553072990689623,-0.007061138805460221,-0.00014659738826527935,125
housing,500,0,4.417616095173669,0.017185406212331555,0.005411173225263688,125
housing,500,1,2.4969077404412126,-0.005476772336366675,0.0037411418711608135,125
housing,500,0,4.1278380177190686,0.007694549855414401,0.0009620616602440679,125
housing,500,0,3.428938353594006,-0.007946833051250657,-0.0005225968743824971,125
housing,500,0,0.2931016306082272,-0.000252324078142907,-1.9512224189000005e-05,125
housing,500,1,3.4990328885996744,-0.0064598347589965854,0.0003925824219597196,125
housing,500,0,0.7427782694649135,0.0009267466794788959,0.0018263475538496943,125
housing,500,0,3.874713515146163,0.03965989682588167,0.001241064754390564,125
housing,500,0,4.0300417759826495,0.006056480404436293,0.03182215086627127,125
housing,500,1,3.1901707766422778,-0.011873232055036986,0.00042321314095478124,125
housing,500,1,0.23924384721415143,-0.000172079410552195,0.0001910590593190431,125
housing,500,1,0.1260187809457341,-0.00038587495116382264,0.0003103251332629564,125
housing,500,0,2.867165090965707,0.002085259933215289,0.00023321346843740987,125
housing,500,1,3.4933203848028302,0.011320444685576359,-0.00042740029483526176,125
housing,500,1,1.6027284678601958,-0.012222028650902939,0.013958309275857117,125
housing,500,0,0.04166262675869958,3.515795145014877e-05,0.00022464965840873763,125
housing,500,0,0.3146056646491225,0.0020103979858874244,0.0027561860229841084,125
housing,500,1,0.3251556509990299,0.0014490652044614194,-0.000850492572855327,125
housing,500,1,1.62998121265154,0.0025767748344989183,-0.0003003976379108153,125
housing,500,1,1.0634596349220935,-0.012097892848869751,0.0074472987702090265,125
housing,500,1,2.403224985691607,0.0051981180920344094,-0.0007059342718025441,125
housing,500,0,4.87025079872356,0.00635582593429862,0.0010053041760507697,125
housing,500,0,4.05882070709036,0.008693710518293596,0.00030847370037051514,125
housing,500,0,0.4393451148623998,0.0006399529289820016,0.0005989025455704067,125
housing,500,0,0.17912696639059364,0.00038852859202886947,0.0008253901987561318,125
housing,500,0,0.2552752246741376,0.0008038458784680458,0.0035005647698460596,125
housing,500,1,6.5428402817928974,-0.03438890082005375,0.01727748219251357,125
housing,500,0,2.3927431576346305,-0.0028366462580322604,-0.00026903381347717636,125
housing,500,0,2.264430678839015,0.0010983625785632167,7.027860070066283e-05,125
housing,500,0,1.198866561656578,0.012208950192707846,0.004770961398985085,125
housing,500,1,1.0137719680601627,-0.0017375229178726581,0.011973514573644484,125
housing,500,0,6.274133642367445,0.051493044035509916,0.0020920992447346354,125
housing,500,1,1.712602946137403,-0.011592694682264426,0.004074108458085368,125
housing,500,0,1.669793101373167,0.0033584565040727377,0.00042116981067333303,125
housing,500,1,2.504345944268156,-0.010194232005063864,0.002258811311434239,125
housing,500,1,0.12759361565149827,-0.0014306898111953181,0.004731212463516765,125
housing,500,0,2.128339714713431,0.011409637745295242,0.001420891565590332,125
housing,500,1,1.1078517185904073,0.0006987228506660781,-0.00017515976806445344,125
housing,500,0,0.5190145792235069,0.0006986981078391796,0.00013716964322108005,125
housing,500,0,7.638797940755752,0.03597440860087886,0.000781635192163177,125
housing,500,1,0.4130405588020041,0.0009402973159593486,-1.5632120306530162e-05,125
housing,500,0,2.952330005137039,0.015189285413862219,0.0010151184993025253,125
housing,500,0,2.6208081418446336,0.007987305483261098,0.0008067052552967469,125
housing,500,0,0.9340479623395995,-0.014147917249268005,-0.004670746480257226,125
housing,500,0,5.347853158027174,0.016913267759987027,0.0020956043670118385,125
housing,500,1,1.0898531438481438,-0.004220361080769619,0.002934916685354061,125
housing,500,0,1.501795063764127,0.023257725945586394,0.017134018122908545,125
housing,500,0,0.13598214238030373,0.005421759249865543,0.12066662458834665,125
housing,500,1,2.362545709996493,-0.00238296422789408,0.00016167102958580815,125
housing,500,1,6.042810542827035,0.009064810125525291,-0.00024260375714635352,125
housing,500,1,2.1269736258698915,-0.004965920753295272,0.015177255789400323,125
housing,500,0,1.592722039278796,-0.004444298781022482,-0.000334449490248967,125
housing,500,0,2.3712165098021485,-0.0051621225933473625,-0.0012764777497226154,125
housing,500,1,11.881637753596202,0.01011788352267251,-0.00030616158944030136,125
housing,500,1,2.2651199897831398,0.005226558915504276,-0.0005190055386737613,125
housing,500,1,0.12083968923761122,-0.00012481611997228192,0.003007623395619663,125
housing,500,0,4.540376928551461,0.03414018370189975,0.001756654602580121,125
housing,500,1,0.904435083578929,0.007589244703639864,-0.0004851586016206,125
housing,500,1,5.565782995999137,-0.009611843504808704,0.001031740023646921,125
housing,500,0,2.3921694413561685,0.005669397367883189,0.0017817248263454766,125
housing,500,0,0.2579470795401592,0.012786910795083983,0.025262550272301343,125
housing,500,0,2.717618305820228,0.0030565565342728362,0.00453732181989247,125
housing,500,0,2.278283521993883,0.006854649770956289,0.0033781408379258138,125
housing,500,1,0.5296607382588536,-0.000726941045034124,0.0002077262163560356,125
housing,500,1,0.7853724290455468,-0.007269152722805927,0.0029378231793766307,125
housing,500,0,0.3851294793791235,0.0010642122379265206,0.0005000792849286229,125
housing,500,1,1.1836061099052513,0.00919132556225799,-0.00244310255137814,125
housing,500,0,6.219739366064289,-0.014929985900215437,-0.0005769914886162852,125
housing,500,1,3.561911814195874,-0.0054204144150702405,0.0002475855840208263,125
housing,500,0,5.769839242749363,0.01991578519245696,5.38154980836425e-05,125
housing,500,1,2.5285270390569883,-0.02486395807477959,0.00508480842491954,125
housing,500,1,1.2503644825866962,-0.0014298960768994728,0.0026152069825104984,125
housing,500,0,4.6482638755389125,-0.006095214601825827,-0.0003291880855127993,125
housing,500,1,5.703216150148376,-0.049694756508613214,0.026343044726957032,125
housing,500,0,3.8578924134593438,0.005160794882142827,0.013690866184305983,125
housing,500,0,1.103568753191155,-0.0034226776534420633,-0.0001607933185310828,125
housing,500,0,2.968963034188259,0.008735369402667725,0.0025918213073737317,125
housing,500,1,3.7492357833642265,0.009905405521951183,-0.01794692631220013,125
housing,500,0,1.382067508482126,0.002630183017638288,0.002572134368226675,125
housing,500,1,1.2672963678614237,0.0028768936945866574,-0.012179769815800046,125
housing,500,0,2.961618894183472,0.015610437173374958,0.0012177534707038529,125
housing,500,0,4.439952856053925,-0.003462294152333456,-0.00012047968903761141,125
housing,500,0,3.24900884172543,-0.0020507348031442163,-0.0004877335524253734,125
housing,500,1,0.38763759354644256,-0.0009158575733365648,0.0014356991427082466,125
housing,500,0,3.0382834881716274,0.018449175861997347,0.0035270580246260508,125
housing,500,0,4.258238094529294,-0.0025026724423014013,-0.00020147003635523353,125
housing,500,0,1.3977017347143608,-0.004093651511033913,-0.0014593241009875912,125
housing,500,0,9.194326512854884,0.07862288030447018,0.0180857651984333,125
housing,500,0,2.831810211179756,0.003190265675051318,0.0009743785121060222,125
housing,500,1,1.1553301746698705,0.002139580056830459,-0.0003476358412634606,125
housing,500,0,3.886036505300549,0.010009984728527321,0.0035652715950502123,125
housing,500,1,5.798971133880653,-0.005792886039894585,0.00046185758552994005,125
housing,500,1,5.36763735019362,0.0050273298204075445,-0.000819287991091322,125
housing,500,1,1.366506776625115,-0.0024082839023733538,0.0017852589136014285,125
housing,500,0,0.45393227319172047,0.0018467739082599355,0.000963543672025835,125
housing,500,1,1.1786684315952798,-0.0031962880878537714,0.013296916969620876,125
housing,500,0,3.2324759367045237,-0.006972206347580778,-0.003990370453432285,125
housing,500,1,4.4019231002063535,-0.006772962734634458,0.0017559380552026327,125
housing,500,1,0.9809044404879048,-0.001415735374516336,0.0032007252518654883,125
housing,500,0,0.5022411968204259,0.001423797298348406,0.002676908479624318,125
housing,500,0,1.636574695403263,-0.002438048213737387,-0.0005323419700477561,125
housing,500,0,0.6327881761697033,0.0018319686069703245,0.0010824507544061612,125
housing,500,0,1.7782282646149052,-0.005063174155470973,-0.0011430823004031365,125
housing,500,0,0.494131000003999,0.00046161550622292324,0.0005040675754112711,125
housing,500,0,1.468205907201778,0.004881824749225272,0.00284652845756192,125
housing,500,0,1.1951122042485782,0.008435182731366897,0.0009600154392904736,125
housing,500,1,4.474272337193929,-0.03729264266889798,0.0022043854826357956,125
housing,500,1,0.9208698843004662,0.0025399985845617756,-0.0036810163792391215,125
housing,500,0,2.919215470893772,0.03860837602763678,0.20426602201249472,125
housing,500,0,5.680125460062334,0.0719275965746693,0.011859431591751707,125
housing,500,1,1.0286321171937423,0.0016879332897161703,-0.0005571048533047351,125
housing,500,0,6.03340386968828,0.0358859790238264,0.11811488995003627,125
housing,500,0,2.6306132381333103,-0.004558765738533532,-0.00024361148672519262,125
housing,500,0,6.036950056697492,-0.003878755740713169,-0.0002374118082226484,125
housing,500,0,0.6135791376505975,0.01318027023209356,0.004079742605904713,125
housing,500,1,1.6444513212999838,-0.006114818047623816,0.0011611314326394062,125
housing,500,1,5.042590179989619,0.014905976898879736,-0.0006034859458583508,125
housing,500,0,0.6293267129756861,0.001634616541902334,0.008731344231029836,125
housing,500,1,2.1956807001992344,-0.006114487646823319,0.015271421921507933,125
housing,500,1,5.050405841675599,-0.004239151932311058,0.00023926689144737612,125
housing,500,1,6.303027216880244,0.05121315422892403,-0.0014087755368033528,125
housing,500,0,2.8161459477431356,0.03484230433777813,0.00663644433061783,125
housing,500,0,0.2340580970518764,0.037238738291134776,0.08457676385043589,125
housing,500,0,10.251391401005256,0.02604985515609215,0.0023845829817031317,125
housing,500,1,1.4250942242882518,-0.00623943516484915,0.0026104944110951767,125
housing,500,1,1.1457686934183087,-0.0031692576833788344,0.0004460072941324389,125
housing,500,1,1.4984936321457683,0.00821753688258875,-0.0004088494742711113,125
housing,500,0,3.8029458801705096,-0.0032745629577943802,-0.00044656749622851155,125
housing,500,1,0.7701902876024236,-0.0015303183908152995,0.0021608039627767917,125
housing,500,1,0.49393478434943494,-0.0015191358879187433,0.10986722766296975,125
housing,500,0,5.671485593568465,0.006756402368135017,0.00017809572243737692,125
housing,500,0,2.140138390394238,0.0017267706768471225,0.00019722000693819797,125
housing,500,0,2.6364366658400114,-0.00600143815788301,-0.0006588345173440258,125
housing,500,1,0.5558463513100684,0.004270214874126266,-0.0016236196240594636,125
housing,500,0,2.9716814318044236,0.021113925726820915,0.015693074130042728,125
housing,500,1,5.116871986841747,-0.019211314038348526,0.001431176732019146,125
housing,500,1,5.261030916650273,0.004755365398263267,-0.00035262465837959667,125
housing,500,0,1.2106785333284917,0.0013099780473120326,0.0003665822937066743,125
housing,500,0,0.9425093130318357,0.001800788452098967,0.00047710112827389906,125
housing,500,0,1.8123736940780562,0.003558871106224659,0.005719205790033377,125
housing,500,0,0.8820355521654363,0.0014228932645974357,0.00025559269025068887,125
housing,500,1,2.539813894991757,0.0040537589826104,-0.0003849604055392586,125
housing,500,1,1.1336021363433904,-0.0095540870355042,0.0008546008052578435,125
housing,500,0,0.0817378581809103,0.0003108378842684445,0.005018046217884431,125
housing,500,1,3.074382652093845,-0.011812267884339533,3.601236763578486e-05,125
housing,500,1,0.539069107216312,-0.0010951367706966142,0.00039656699059764655,125
housing,500,0,1.469071045611453,0.0015803637743176946,0.0002610096209063051,125
housing,500,1,0.27162402219053355,-0.00043601293031358956,0.0006637895789964876,125
housing,500,1,0.2514754992113511,-0.0017175699121212418,0.00538950738455235,125
housing,500,0,4.265834593268236,0.03360665102014937,0.007693600509263265,125
housing,500,0,1.9631144000174037,0.007665644900531232,0.005638416523921164,125
housing,500,0,0.07809234996762496,0.006111438857864693,0.00016087318032337317,125
housing,500,0,4.221240973369875,0.012804729702276196,0.0021175722110313433,125
housing,500,0,0.770783298082392,-0.0012473623791495747,-0.00028655331296958964,125
housing,500,1,1.2486302305345263,-0.03852699011030314,0.004517038866527767,125
housing,500,0,0.9028383073117076,0.011084273532801614,0.0007438747462056861,125
housing,500,0,1.1992761671821275,-0.0012725812941909442,-9.260993202900303e-05,125
housing,500,0,0.2153183642969805,0.0002771290893472944,0.000744838223760258,125
housing,500,0,7.905556995631729,-0.011486142444244951,-0.00044136228506219677,125
housing,500,1,0.415608487492904,0.006883901778112822,-0.003550538010521964,125
housing,500,1,0.6350747300295689,-0.0003961184023066888,8.788847447782633e-05,125
housing,500,0,3.4570125389357074,0.00799142161387345,0.0020163112510017123,125
housing,500,1,0.8066382742512215,0.0014382748882728613,-0.000902623819559939,125
housing,500,1,7.191713899768699,-0.050895343321447184,0.008158925935344702,125
housing,500,1,0.4345824621682425,-0.0003526604031818259,0.00012774263784151585,125
housing,500,1,4.064330063242478,0.012647573252731137,-0.0007604794127467618,125
housing,500,1,2.547115437476871,-0.003829686464341231,0.0013304556707344206,125
housing,500,1,0.8442753841275585,-0.0018250265327679482,0.002524008884675577,125
housing,500,1,1.7531369282930287,-0.009031484624403507,0.005345628909188549,125
housing,500,1,0.9334294734476865,-0.001803781873219723,0.0016131520266321753,125
housing,500,1,0.2531580865232166,-0.004626479385632987,0.00635019213029786,125
housing,500,0,2.6223349407542176,0.04558759126427159,0.005606008574376431,125
housing,500,0,1.6450069675737855,0.007087795948318432,5.853714502451757e-05,125
housing,500,0,5.431073703570885,-0.014471464641050868,-3.082123586206631e-05,125
housing,500,0,8.835360614601079,0.040782604975679204,0.002936582918727809,125
housing,500,0,3.4823516949709585,-0.004024167903055709,-0.00014356331962389612,125
housing,500,1,1.2060247073133854,-0.019545883656159724,0.002777632928862739,125
housing,500,1,2.4817757237560873,-0.005125099580286285,0.020912166331083115,125
housing,500,0,4.554098690473486,0.02179014565943871,0.01922184152424128,125
housing,500,0,0.9368190359569796,-0.01156664233147775,-3.129370567694911e-05,125
housing,500,0,0.2226674241800295,0.0028069497699303447,0.004487780500965155,125
housing,500,1,0.24766619222522582,-0.001719419590511917,0.0041460187451808905,125
housing,500,1,5.336512038311765,-0.12126014253558504,0.008233604259453298,125
housing,500,1,0.015455159373709936,-0.0001672151574543257,0.00860565966187482,125
housing,500,1,5.5578784224654285,-0.017621731053973244,0.0005171047357073189,125
housing,500,1,2.6712910524302367,-0.017804015991021105,0.011054561143224645,125
housing,500,0,1.2850760713507852,0.002673907546444365,0.0032082210415419476,125
housing,500,1,5.337677074953927,-0.013009068489145292,0.003513891112900569,125
housing,500,1,3.974250634609735,0.015415126634967358,-0.0023979718769593927,125
housing,500,0,5.779897734389516,0.024103444304562016,0.0013841554211275753,125
housing,500,0,7.323850702789336,0.040334086285621185,0.005311590869328753,125
housing,500,0,1.0361354431867933,0.004805721634935534,0.005610572871518282,125
housing,500,1,7.851583648563098,-0.006599348742957201,0.0006563216885371315,125
housing,500,1,1.0025135657592605,-0.005998435533048241,0.003366654554894599,125
housing,500,1,1.374089174137931,-0.003563327251747239,0.00087036313526484,125
housing,500,0,7.125852842904458,0.005291361296050789,0.0002321892065555442,125
housing,500,1,2.6590663639716428,-0.00797798225237778,0.001154452582830201,125
housing,500,0,3.643524062454542,0.06758740762275872,0.00862038652005609,125
housing,500,0,0.6192498164591103,-0.0027803821198515433,-0.00048463336167633986,125
housing,500,1,7.083870561680995,-0.027219568312513598,0.05696066605706457,125
housing,500,1,3.48667615033979,-0.011218216549201632,0.0007710987145186365,125
housing,500,1,0.7224254638639903,0.0011232133214904572,-0.0009580201007946543,125
housing,500,0,4.13033998981485,-0.0025095328402706674,-0.0004572098168948435,125
housing,500,1,0.6079082812249796,-0.0008867044228495491,0.0018140914178460532,125
housing,500,0,3.26770050965408,0.07829870106323922,0.021744933891295837,125
housing,500,1,1.429084111499116,-0.002277360562029651,0.0007208611230185846,125
housing,500,0,0.55270509805443,0.0010605678806354657,0.002858969930873645,125
housing,500,0,3.157982494716771,0.0037274949566097337,0.00019398187271324474,125
housing,500,0,4.263677402665576,0.008180398208086137,0.017916719092261557,125
housing,500,1,0.1524167338870593,-0.0016273731265328273,0.9966148876199319,125
housing,500,0,3.4641190725641873,-0.007373676646915461,-1.516664837128423e-05,125
housing,500,0,2.8932707968987867,-0.008621730650224757,-0.0003540600113137171,125
housing,500,0,1.9482129987128631,0.0016772615894553589,0.00023354816542481283,125
housing,500,0,0.9238747734975898,0.0019180898510668953,0.015575658380499013,125
housing,500,0,2.2131585040490607,-0.0041850164438757,-0.00017398965937998057,125
housing,500,1,0.4082944124880183,-0.0008964607044994466,0.0003386391831071145,125
housing,500,1,0.44395156966562993,0.014219956045077975,-0.08340930514962186,125
housing,500,1,1.1029261262573657,-0.0026539167278640807,0.0009231717375537962,125
housing,500,1,4.445652063165803,-0.0062824631555862265,0.003377670355816681,125
housing,500,1,2.731527280760808,-0.0070990515637874285,0.0008262240423713152,125
housing,500,1,1.7839678796931964,-0.024386052053281038,4.5535334392943216e-05,125
